총생활인구수
32337.59844
32610.084639999997
32808.12755999998
33422.36668
34729.04209999998
35340.74252
35088.7943
35493.1272
35792.687299999976
36448.78104
36536.26528
36674.79552
36752.78137999998
36607.039859999975
36240.46968
35653.62204
35983.0538
36005.89228
35590.98435999998
34384.10488
34111.28426
34150.72362
32673.849919999997
32913.09214
33097.10618
33192.00903999998
33287.2195
33831.7098
35696.8093
37522.894399999976
39582.92987999998
40092.69597999998
40368.938780000004
41342.99421999998
40780.943659999975
40710.888380000004
41054.21146
41243.78377999998
39849.10124
38965.60019999998
38812.00868
37155.35608
35675.061700000006
34573.6552
34162.16441999998
34355.19646
33212.85137999998
33122.571219999976
33441.63905999998
33603.65296
33704.63039999998
34352.01988
36042.84283999998
37548.98965999998
39443.65031999998
40683.84104
40950.86524
41273.11371999998
40613.450540000005
41308.6638
41445.98858
41158.13593999998
39884.27472
39125.53496
38586.11523999998
37201.58042
35942.808839999976
34805.30074
34469.90246
34181.4398
33195.65282
33251.66087999998
33629.76957999998
33820.690780000004
34039.99962
34698.48853999998
36101.51894
37727.091700000004
39399.94434
40336.12498
40261.34187999998
40845.336199999976
40149.27291999998
40129.50742
40650.312039999975
40084.14538
39174.516819999975
38644.279839999996
38491.11021999999
37118.8791
35674.78143999998
34892.02772
34192.12264
33738.82022
33371.4965
33237.5999
33495.57036
33659.49965999998
33893.99192
34424.43218
35882.05729999998
37334.8707
38532.46937999998
38914.76483999998
38954.46642
38984.19751999998
38748.57172
38971.26633999998
39739.271099999976
39291.365119999995
38381.8943
37682.18678
37217.503519999984
36470.071860000004
35659.595139999976
34799.58922
34147.83451999998
34221.52116
33228.00252
33113.5153
33390.93802
33550.15466
33859.16278
34380.67074
35908.4742
37276.63635999998
38751.30003999998
39248.48834
39389.50698
39634.69172
39193.584679999985
39439.08726
39886.284499999994
39745.23721999998
38618.66115999998
37719.89866
37983.15552
37156.54745999998
35736.3657
34382.99508
34042.135059999986
34404.64106
33637.55313999998
33618.11326
34317.21488
34565.94504
34779.1173
35330.4229
36839.1478
38224.11556
39390.74771999998
40144.76121999998
40356.674340000005
40554.11052
40019.72405999998
40170.438
40407.86594
40291.1923
39515.684519999995
38828.02842
38788.43182
37760.71763999997
36382.09672
35488.505339999996
34922.912159999985
34469.04025999998
33966.68222
34084.39662
34377.290919999985
34447.12146
34699.94055999998
35272.438099999985
36582.77872
37925.41489999998
39502.693879999984
40406.10948
40653.34286
41238.2305
40444.84288
40893.848719999995
40792.623719999996
40825.33921999998
39845.73593999998
38878.59652
38570.00754
37301.3314
36303.83882
35269.067539999975
34681.29106
34245.86215999998
33991.866460000005
34084.15963999998
34486.01377999998
34659.26568
34855.68063999998
35516.4429
37163.19668
38620.48123999998
40687.89935999998
41207.187499999985
41282.25805999998
41289.846340000004
40848.05725999998
40669.73918
41258.99816
41123.28824
40344.17796
39791.73405999997
39214.29672
37555.67302
36377.56575999998
35129.97745999998
34652.001059999995
34370.045
34151.56789999998
34107.95394
34526.300139999985
34727.44169999998
34829.96666
35439.735639999984
36996.27914
38402.61258
40331.36017999998
41198.86224
41310.47505999998
41480.62671999998
40526.32638
40656.51459999998
41112.99877999998
41069.89937999998
40468.78074
39726.70811999998
39223.99458
37485.67148
36324.826779999996
35255.315859999995
34641.42707999998
34558.89536
34133.35493999998
34195.7108
34432.77962
34722.38203999998
34866.4061
35357.179579999996
36819.25698
38331.974179999976
39866.804560000004
40568.76298
40527.355759999984
40915.825079999995
39729.852599999984
39798.783179999984
40455.81797999998
40727.832479999975
40335.4299
39485.075759999985
38752.90476
37658.65357999998
36192.074999999975
35606.763379999975
35170.07414
34779.38583999998
34470.955180000004
34208.97427999998
34269.363320000004
35034.04862
35346.41054
35913.15474
37211.46174
38591.49328
39706.929500000006
39314.22887999998
39601.73236
39701.69075999998
39169.37432
38739.94833999998
39270.700020000004
39270.55444
38596.23147999998
38236.6046
37620.67336
36417.11718
35760.75995999998
35050.01524
34659.46334
34416.60042
34300.01381999998
34164.45099999998
34450.08584
34501.825580000004
34679.383480000004
35340.48678
36818.0062
38528.24106
40037.12578
40217.76072
40119.03128
40037.514499999976
39844.43308
39541.6599
39874.359840000005
39727.82454
39334.18344
38447.23983999998
38300.7138
37554.66726
36510.23039999998
35016.2451
34571.44777999998
34653.4907
34527.21426
34212.92012
34884.737359999985
35254.05154
35396.31478
36082.749859999996
37500.91828
38939.45422
40260.527679999985
40735.44936
40996.403080000004
40871.95538
40674.45639999998
40693.874399999986
40834.48044
40399.047139999995
39724.645039999996
38593.0634
38636.88203999998
37564.82414
36078.02876
35075.24968
34676.98749999998
34406.22289999998
34256.0224
34326.655539999985
34512.35304
34635.71996
34922.19132
35581.671199999975
37101.03752
38355.95084
39863.8977
40561.68743999998
41055.63983999998
41411.960100000004
40582.254960000006
40796.164600000004
41209.92284
41181.90182000001
40339.423220000004
39581.15469999998
39560.01833999998
38296.60357999998
37211.73427999998
35722.82937999998
35124.91872
34716.25753999998
34184.50416
34249.59681999998
34467.85538
34684.63868
34886.16003999998
35577.77061999998
37159.758679999984
38777.62065999998
40944.34776
41688.33546
41642.9521
41999.4603
41538.29975999998
41556.60425999998
41576.34264
41505.2458
41016.139719999985
40341.6838
39271.796439999984
37881.241199999975
36708.23441999998
35347.97972
34606.51972
34755.96168
34013.25886
33992.19346
34394.306540000005
34524.23309999998
34753.84783999998
35404.45627999998
36913.18553999998
38603.19421999998
