,SO2,CO,O3,NO2,PM10,PM25,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),해면기압(hPa),시정(10m),지면온도(°C),month,day,hour,PM10_lag1
1645,0.005,0.8,0.013,0.044,37.0,25.0,12.7,0.0,1.9,180.0,48.0,7.0,1021.4,1031.8,2000.0,13.7,12,8,14,37.0
1646,0.005,0.7,0.015,0.042,39.0,28.0,13.2,0.0,1.2,250.0,45.0,6.8,1020.9,1031.3,2000.0,12.1,12,8,15,37.0
1647,0.004,0.7,0.012,0.045,36.0,27.0,12.8,0.0,1.7,270.0,45.0,6.6,1021.0,1031.4,2000.0,8.8,12,8,16,40.0
1648,0.004,0.7,0.007,0.05,40.0,29.0,10.9,0.0,2.0,290.0,49.0,6.3,1021.1,1031.6,2000.0,5.8,12,8,17,39.0
1649,0.004,0.8,0.003,0.053,45.0,31.0,9.1,0.0,1.3,290.0,55.0,6.3,1021.3,1031.9,2000.0,3.9,12,8,18,33.0
1650,0.004,1.0,0.002,0.055,52.0,35.0,8.1,0.0,1.4,270.0,58.0,6.2,1021.3,1031.9,2000.0,2.9,12,8,19,29.0
1651,0.005,1.2,0.003,0.06,54.0,36.0,7.2,0.0,0.3,0.0,63.0,6.4,1021.5,1032.1,1769.0,2.2,12,8,20,28.0
1652,0.005,1.1,0.002,0.064,56.0,37.0,6.5,0.0,0.7,70.0,67.0,6.5,1021.4,1032.1,1678.0,1.9,12,8,21,27.0
1653,0.005,1.2,0.002,0.063,52.0,33.0,6.1,0.0,1.5,20.0,69.0,6.5,1021.6,1032.3,1661.0,2.1,12,8,22,23.0
1654,0.005,1.3,0.002,0.066,53.0,33.0,5.7,0.0,2.0,70.0,71.0,6.5,1021.2,1031.9,1611.0,2.4,12,8,23,23.0
1655,0.004,1.0,0.002,0.055,50.0,29.0,5.5,0.0,2.0,50.0,72.0,6.5,1021.1,1031.8,1576.0,2.3,12,9,0,22.0
1656,0.004,0.9,0.002,0.049,46.0,28.0,5.0,0.0,1.1,50.0,74.0,6.4,1020.9,1031.7,1853.0,1.8,12,9,1,20.0
1657,0.004,0.8,0.002,0.042,36.0,23.0,4.5,0.0,1.8,50.0,76.0,6.4,1020.8,1031.5,1686.0,1.3,12,9,2,21.0
1658,0.004,0.9,0.002,0.048,43.0,28.0,3.9,0.0,2.6,50.0,80.0,6.4,1020.7,1031.5,1437.0,1.0,12,9,3,21.0
1659,0.004,0.9,0.002,0.046,47.0,30.0,3.4,0.0,2.3,50.0,81.0,6.3,1020.3,1031.1,1360.0,0.9,12,9,4,21.0
1660,0.004,0.8,0.002,0.039,45.0,28.0,3.0,0.0,1.8,50.0,81.0,6.1,1020.2,1031.0,1379.0,0.8,12,9,5,20.0
1661,0.004,0.9,0.002,0.042,42.0,29.0,2.8,0.0,2.5,70.0,84.0,6.2,1020.3,1031.1,1367.0,0.7,12,9,6,18.0
1662,0.004,0.9,0.002,0.042,47.0,30.0,2.8,0.0,2.2,70.0,81.0,6.1,1020.6,1031.4,1917.0,0.6,12,9,7,17.0
1663,0.004,0.8,0.002,0.04,42.0,30.0,3.1,0.0,2.0,70.0,79.0,6.1,1021.0,1031.8,2000.0,0.6,12,9,8,19.0
1664,0.004,0.7,0.002,0.035,31.0,22.0,4.2,0.0,2.7,70.0,76.0,6.2,1020.9,1031.7,2000.0,1.5,12,9,9,23.0
1665,0.003,0.7,0.003,0.035,31.0,21.0,5.1,0.0,1.7,70.0,73.0,6.4,1021.2,1032.0,2000.0,4.9,12,9,10,26.0
1666,0.004,0.7,0.004,0.035,31.0,22.0,6.9,0.0,2.5,70.0,65.0,6.4,1021.3,1032.0,2000.0,7.8,12,9,11,30.0
1667,0.004,0.7,0.006,0.034,33.0,21.0,8.3,0.0,1.9,70.0,62.0,6.8,1020.3,1030.9,2000.0,8.7,12,9,12,31.0
1668,0.004,0.7,0.006,0.038,37.0,24.0,9.0,0.0,2.5,50.0,59.0,6.8,1019.3,1029.8,2000.0,9.1,12,9,13,32.0
1669,0.004,0.7,0.006,0.038,37.0,24.0,9.3,0.0,1.1,70.0,61.0,7.1,1018.7,1029.2,2000.0,9.5,12,9,14,31.0
1670,0.004,0.7,0.005,0.041,37.0,24.0,9.6,0.0,2.2,50.0,60.0,7.2,1017.6,1028.1,2000.0,8.3,12,9,15,35.0
1671,0.004,0.7,0.004,0.042,40.0,24.0,9.4,0.0,2.3,70.0,59.0,6.9,1017.9,1028.4,2000.0,7.5,12,9,16,38.0
1672,0.004,0.7,0.003,0.043,39.0,26.0,8.9,0.0,2.8,50.0,61.0,6.9,1017.4,1027.9,2000.0,6.4,12,9,17,46.0
1673,0.004,0.6,0.002,0.043,33.0,18.0,8.3,0.0,2.6,50.0,64.0,7.0,1017.2,1027.8,2000.0,4.7,12,9,18,42.0
1674,0.004,0.6,0.002,0.041,29.0,19.0,7.5,0.0,2.6,50.0,66.0,6.8,1017.1,1027.7,2000.0,4.3,12,9,19,40.0
1675,0.004,0.6,0.002,0.042,28.0,16.0,7.4,0.0,2.8,50.0,67.0,6.9,1016.9,1027.5,2000.0,4.3,12,9,20,38.0
1676,0.004,0.6,0.002,0.04,27.0,15.0,7.3,0.0,2.9,50.0,67.0,6.8,1016.2,1026.8,2000.0,4.4,12,9,21,40.0
1677,0.004,0.5,0.005,0.037,23.0,14.0,7.1,0.0,2.9,70.0,69.0,6.9,1016.2,1026.8,2000.0,3.9,12,9,22,38.0
1678,0.003,0.6,0.003,0.041,23.0,13.0,7.2,0.0,2.5,50.0,69.0,7.0,1016.1,1026.7,2000.0,3.9,12,9,23,41.0
1679,0.003,0.6,0.002,0.041,22.0,14.0,7.3,0.0,3.1,50.0,69.0,7.0,1015.7,1026.3,2000.0,4.3,12,10,0,34.0
1680,0.003,0.5,0.003,0.037,20.0,14.0,7.2,0.0,1.8,70.0,69.0,7.0,1015.2,1025.8,2000.0,4.2,12,10,1,35.0
1681,0.003,0.6,0.002,0.037,21.0,14.0,7.0,0.0,2.2,70.0,70.0,7.0,1015.1,1025.7,2000.0,4.1,12,10,2,34.0
1682,0.003,0.5,0.002,0.036,21.0,14.0,6.7,0.0,2.5,70.0,70.0,6.9,1014.9,1025.5,2000.0,3.6,12,10,3,37.0
1683,0.003,0.6,0.002,0.036,21.0,14.0,6.8,0.0,2.2,70.0,72.0,7.1,1014.3,1024.9,2000.0,4.3,12,10,4,37.0
1684,0.004,0.5,0.003,0.032,20.0,13.0,7.0,0.0,2.9,70.0,70.0,7.0,1013.8,1024.4,2000.0,4.6,12,10,5,40.0
1685,0.003,0.5,0.005,0.03,18.0,13.0,7.1,0.0,2.6,50.0,70.0,7.0,1013.8,1024.4,2000.0,4.7,12,10,6,37.0
1686,0.003,0.5,0.002,0.034,17.0,15.0,7.1,0.0,2.5,50.0,68.0,6.8,1013.9,1024.5,2000.0,4.8,12,10,7,41.0
1687,0.004,0.5,0.002,0.039,19.0,13.0,7.2,0.0,2.1,70.0,69.0,7.0,1014.0,1024.6,2000.0,5.1,12,10,8,43.0
1688,0.003,0.6,0.002,0.035,23.0,14.0,7.4,0.0,2.5,50.0,70.0,7.2,1014.2,1024.8,2000.0,5.8,12,10,9,48.0
1689,0.004,0.7,0.003,0.037,26.0,15.0,7.4,0.0,2.2,70.0,75.0,7.7,1014.3,1024.9,2000.0,6.3,12,10,10,59.0
1690,0.004,0.7,0.002,0.044,30.0,15.0,7.2,0.0,2.4,50.0,85.0,8.6,1014.0,1024.6,1010.0,6.9,12,10,11,75.0
1691,0.003,0.7,0.003,0.039,31.0,18.0,7.3,0.5,2.6,50.0,84.0,8.5,1013.7,1024.3,1993.0,7.3,12,10,12,84.0
1692,0.004,0.7,0.003,0.038,32.0,16.0,7.8,0.0,1.8,50.0,82.0,8.7,1013.3,1023.8,2000.0,7.8,12,10,13,89.0
1693,0.004,0.7,0.003,0.038,31.0,17.0,8.1,0.0,2.2,50.0,81.0,8.7,1012.9,1023.4,2000.0,7.6,12,10,14,94.0
1694,0.004,0.7,0.003,0.04,35.0,20.0,8.2,0.0,0.3,0.0,82.0,8.9,1013.1,1023.6,1554.0,7.5,12,10,15,98.0
1695,0.003,0.8,0.003,0.038,38.0,21.0,7.9,0.0,2.7,320.0,90.0,9.5,1013.5,1024.0,785.0,7.6,12,10,16,91.0
1696,0.004,0.8,0.002,0.039,46.0,28.0,8.0,0.0,2.1,270.0,88.0,9.4,1014.1,1024.6,1020.0,6.9,12,10,17,90.0
1697,0.004,0.7,0.002,0.039,42.0,27.0,7.6,0.2,2.3,270.0,88.0,9.2,1014.8,1025.4,1296.0,6.3,12,10,18,89.0
1698,0.003,0.7,0.003,0.034,40.0,26.0,7.2,0.0,1.6,270.0,89.0,9.0,1015.3,1025.9,944.0,5.2,12,10,19,91.0
1699,0.003,0.6,0.004,0.032,38.0,28.0,6.8,0.0,1.3,290.0,90.0,8.8,1015.7,1026.3,972.0,4.0,12,10,20,87.0
1700,0.003,0.7,0.002,0.034,40.0,32.0,6.1,0.0,2.6,270.0,92.0,8.6,1015.9,1026.5,733.0,3.7,12,10,21,85.0
1701,0.003,0.7,0.002,0.035,38.0,26.0,5.9,0.0,1.3,290.0,94.0,8.7,1016.0,1026.7,630.0,3.5,12,10,22,80.0
1702,0.004,0.6,0.003,0.03,41.0,27.0,6.0,0.0,2.3,290.0,94.0,8.8,1016.0,1026.7,634.0,3.5,12,10,23,70.0
1703,0.003,0.5,0.008,0.024,34.0,25.0,5.9,0.0,2.1,340.0,96.0,8.9,1016.0,1026.7,499.0,3.7,12,11,0,67.0
1704,0.003,0.5,0.01,0.023,35.0,27.0,5.4,0.0,0.2,0.0,93.0,8.3,1015.8,1026.5,583.0,2.6,12,11,1,70.0
1705,0.003,0.6,0.004,0.031,34.0,25.0,5.1,0.0,1.3,270.0,93.0,8.1,1016.0,1026.7,545.0,3.2,12,11,2,74.0
1706,0.003,0.7,0.002,0.035,37.0,29.0,5.0,0.0,0.8,200.0,94.0,8.2,1016.0,1026.7,574.0,3.0,12,11,3,73.0
1707,0.003,0.8,0.002,0.037,37.0,29.0,4.8,0.0,1.1,20.0,94.0,8.1,1015.7,1026.4,485.0,2.8,12,11,4,59.0
1708,0.003,0.8,0.002,0.034,40.0,29.0,4.8,0.0,0.2,0.0,94.0,8.1,1015.9,1026.6,610.0,3.5,12,11,5,54.0
1709,0.003,0.7,0.002,0.032,37.0,30.0,4.7,0.0,0.5,20.0,94.0,8.0,1016.2,1026.9,521.0,3.6,12,11,6,58.0
1710,0.003,0.8,0.002,0.034,41.0,30.0,4.7,0.0,0.6,250.0,95.0,8.1,1016.6,1027.3,417.0,3.5,12,11,7,61.0
1711,0.003,0.8,0.002,0.033,43.0,32.0,4.5,0.0,1.8,270.0,95.0,8.0,1017.1,1027.8,361.0,3.0,12,11,8,61.0
1712,0.003,0.8,0.003,0.032,48.0,38.0,4.7,0.0,0.8,360.0,94.0,8.0,1016.9,1027.6,431.0,4.8,12,11,9,60.0
1713,0.004,0.9,0.003,0.037,59.0,43.0,5.9,0.0,1.9,200.0,93.0,8.6,1017.5,1028.2,560.0,7.2,12,11,10,60.0
1714,0.004,0.8,0.008,0.037,75.0,52.0,6.9,0.0,0.8,230.0,85.0,8.4,1017.0,1027.6,625.0,10.4,12,11,11,60.0
1715,0.004,0.8,0.01,0.037,84.0,55.0,8.5,0.0,2.0,250.0,75.0,8.3,1016.1,1026.6,646.0,12.5,12,11,12,58.0
1716,0.004,0.8,0.012,0.039,89.0,62.0,8.7,0.0,2.0,270.0,70.0,7.8,1015.3,1025.8,671.0,13.8,12,11,13,52.0
1717,0.005,0.8,0.017,0.034,94.0,65.0,9.3,0.0,2.4,270.0,68.0,7.9,1014.7,1025.2,701.0,12.0,12,11,14,36.0
1718,0.004,0.7,0.021,0.031,98.0,70.0,8.5,0.0,3.2,320.0,72.0,8.0,1015.0,1025.5,730.0,10.2,12,11,15,19.0
1719,0.004,0.7,0.02,0.028,91.0,62.0,7.9,0.0,1.4,290.0,73.0,7.7,1014.8,1025.3,728.0,9.0,12,11,16,14.0
1720,0.003,0.7,0.021,0.028,90.0,58.0,7.1,0.0,1.5,270.0,72.0,7.2,1014.2,1024.8,792.0,6.4,12,11,17,17.0
1721,0.004,0.8,0.019,0.032,89.0,57.0,6.5,0.0,2.0,290.0,76.0,7.3,1014.3,1024.9,753.0,5.4,12,11,18,14.0
1722,0.004,0.8,0.015,0.034,91.0,59.0,5.9,0.0,1.9,290.0,78.0,7.2,1014.7,1025.3,771.0,4.3,12,11,19,12.0
1723,0.003,0.7,0.022,0.024,87.0,55.0,5.2,0.0,0.9,270.0,79.0,7.0,1014.7,1025.4,700.0,3.6,12,11,20,11.0
1724,0.003,0.7,0.023,0.022,85.0,56.0,5.0,0.0,1.9,320.0,82.0,7.1,1014.7,1025.4,737.0,3.5,12,11,21,10.0
1725,0.003,0.6,0.032,0.013,80.0,54.0,4.6,0.0,1.2,290.0,81.0,6.9,1014.9,1025.6,771.0,2.8,12,11,22,11.0
1726,0.003,0.6,0.03,0.014,70.0,50.0,4.6,0.0,1.3,290.0,81.0,6.9,1014.8,1025.5,839.0,3.1,12,11,23,14.0
1727,0.003,0.7,0.023,0.019,67.0,46.0,5.0,0.0,1.3,270.0,82.0,7.1,1014.3,1025.0,856.0,4.0,12,12,0,10.0
1728,0.003,0.7,0.026,0.016,70.0,49.0,4.7,0.0,0.5,270.0,83.0,7.1,1013.7,1024.4,769.0,3.7,12,12,1,12.0
1729,0.003,0.7,0.027,0.015,74.0,48.0,4.8,0.0,1.6,270.0,84.0,7.2,1013.7,1024.4,713.0,3.0,12,12,2,14.0
1730,0.003,0.6,0.031,0.011,73.0,48.0,4.3,0.0,1.5,250.0,85.0,7.0,1013.7,1024.4,722.0,2.3,12,12,3,15.0
1731,0.004,0.5,0.031,0.008,59.0,39.0,3.7,0.0,1.9,270.0,83.0,6.6,1013.3,1024.0,856.0,1.7,12,12,4,16.0
1732,0.003,0.6,0.027,0.01,54.0,38.0,3.1,0.0,1.1,250.0,84.0,6.4,1012.9,1023.6,804.0,1.1,12,12,5,17.0
1733,0.003,0.6,0.024,0.01,58.0,39.0,2.9,0.0,2.0,270.0,87.0,6.5,1013.4,1024.1,711.0,1.5,12,12,6,17.0
1734,0.003,0.6,0.023,0.01,61.0,45.0,2.7,0.0,2.3,270.0,88.0,6.5,1014.4,1025.2,679.0,1.7,12,12,7,19.0
1735,0.003,0.6,0.02,0.011,61.0,44.0,2.0,0.0,2.7,270.0,86.0,6.1,1014.4,1025.2,716.0,1.2,12,12,8,17.0
1736,0.003,0.7,0.016,0.015,60.0,44.0,1.9,0.0,2.5,270.0,86.0,6.0,1014.6,1025.4,772.0,2.3,12,12,9,18.0
1737,0.003,0.7,0.017,0.015,60.0,42.0,2.4,0.0,2.9,290.0,78.0,5.7,1015.7,1026.5,967.0,4.6,12,12,10,21.0
1738,0.003,0.7,0.02,0.013,60.0,44.0,3.2,0.0,3.2,290.0,70.0,5.4,1015.5,1026.2,1172.0,6.8,12,12,11,19.0
1739,0.004,0.5,0.026,0.01,58.0,38.0,4.0,0.0,4.1,290.0,56.0,4.5,1014.6,1025.3,2000.0,9.8,12,12,12,21.0
1740,0.004,0.4,0.029,0.009,52.0,29.0,4.1,0.0,5.3,290.0,49.0,4.0,1014.0,1024.7,2000.0,10.0,12,12,13,21.0
1741,0.003,0.3,0.031,0.008,36.0,17.0,3.8,0.0,5.5,290.0,43.0,3.5,1014.0,1024.7,2000.0,9.2,12,12,14,18.0
1742,0.003,0.3,0.033,0.008,19.0,12.0,3.5,0.0,3.6,270.0,37.0,2.9,1014.2,1024.9,2000.0,7.8,12,12,15,21.0
1743,0.003,0.3,0.032,0.008,14.0,8.0,2.4,0.0,4.3,290.0,41.0,3.0,1014.8,1025.6,2000.0,4.0,12,12,16,22.0
1744,0.003,0.3,0.033,0.008,17.0,9.0,0.7,0.0,5.1,250.0,40.0,2.6,1015.4,1026.3,2000.0,1.4,12,12,17,23.0
1745,0.003,0.3,0.031,0.009,14.0,8.0,-0.7,0.0,4.3,290.0,46.0,2.7,1016.0,1026.9,2000.0,0.6,12,12,18,23.0
1746,0.003,0.3,0.03,0.008,12.0,4.0,-1.8,0.0,3.8,290.0,47.0,2.5,1017.0,1028.0,2000.0,-0.1,12,12,19,24.0
1747,0.003,0.3,0.029,0.008,11.0,3.0,-2.5,0.0,3.6,320.0,47.0,2.4,1017.6,1028.6,2000.0,-0.8,12,12,20,24.0
1748,0.003,0.3,0.028,0.007,10.0,5.0,-2.9,0.0,4.7,290.0,48.0,2.4,1017.9,1028.9,2000.0,-1.2,12,12,21,23.0
1749,0.003,0.3,0.027,0.009,11.0,5.0,-3.2,0.0,3.4,320.0,49.0,2.4,1018.6,1029.7,2000.0,-1.5,12,12,22,22.0
1750,0.003,0.3,0.026,0.009,14.0,6.0,-3.5,0.0,2.9,290.0,49.0,2.3,1018.9,1030.0,2000.0,-1.7,12,12,23,26.0
1751,0.003,0.3,0.026,0.008,10.0,6.0,-3.8,0.0,3.0,320.0,49.0,2.3,1018.8,1029.9,2000.0,-1.9,12,13,0,24.0
1752,0.003,0.3,0.025,0.008,12.0,4.0,-3.9,0.0,3.6,320.0,50.0,2.3,1018.4,1029.5,2000.0,-2.1,12,13,1,26.0
1753,0.002,0.3,0.026,0.007,14.0,7.0,-4.1,0.0,3.0,320.0,49.0,2.2,1018.7,1029.8,2000.0,-2.3,12,13,2,24.0
1754,0.002,0.3,0.024,0.009,15.0,8.0,-4.8,0.0,2.0,320.0,51.0,2.2,1018.8,1029.9,2000.0,-2.5,12,13,3,23.0
1755,0.002,0.3,0.025,0.007,16.0,9.0,-5.0,0.0,3.3,320.0,51.0,2.2,1018.4,1029.5,2000.0,-2.7,12,13,4,26.0
1756,0.002,0.3,0.025,0.006,17.0,11.0,-5.2,0.0,2.1,340.0,52.0,2.2,1018.4,1029.6,2000.0,-2.9,12,13,5,27.0
1757,0.003,0.4,0.02,0.012,17.0,9.0,-5.6,0.0,2.7,340.0,53.0,2.1,1018.3,1029.5,2000.0,-3.1,12,13,6,26.0
1758,0.002,0.4,0.018,0.014,19.0,13.0,-5.8,0.0,2.5,340.0,53.0,2.1,1018.5,1029.7,2000.0,-3.3,12,13,7,28.0
1759,0.003,0.4,0.014,0.018,17.0,10.0,-5.7,0.0,2.4,340.0,53.0,2.1,1018.9,1030.1,2000.0,-3.3,12,13,8,26.0
1760,0.002,0.4,0.016,0.018,18.0,9.0,-5.1,0.0,2.1,270.0,50.0,2.1,1019.4,1030.6,2000.0,-2.2,12,13,9,30.0
1761,0.003,0.4,0.02,0.015,21.0,9.0,-3.5,0.0,3.4,250.0,44.0,2.1,1019.5,1030.6,2000.0,-0.7,12,13,10,33.0
1762,0.003,0.4,0.022,0.014,19.0,12.0,-2.4,0.0,2.8,290.0,39.0,2.0,1019.3,1030.3,2000.0,0.0,12,13,11,39.0
1763,0.003,0.4,0.023,0.015,21.0,10.0,-0.7,0.0,3.2,270.0,33.0,1.9,1018.6,1029.5,2000.0,2.5,12,13,12,44.0
1764,0.003,0.4,0.026,0.014,21.0,13.0,-0.1,0.0,2.8,270.0,31.0,1.9,1017.7,1028.6,2000.0,4.4,12,13,13,40.0
1765,0.003,0.4,0.027,0.014,18.0,11.0,0.5,0.0,3.6,290.0,28.0,1.8,1017.0,1027.9,2000.0,5.5,12,13,14,38.0
1766,0.003,0.4,0.026,0.015,21.0,14.0,1.4,0.0,2.4,290.0,29.0,2.0,1016.3,1027.1,2000.0,4.5,12,13,15,41.0
1767,0.003,0.4,0.026,0.016,22.0,12.0,1.7,0.0,2.5,270.0,30.0,2.1,1016.2,1027.0,2000.0,1.4,12,13,16,35.0
1768,0.003,0.4,0.025,0.018,23.0,11.0,0.6,0.0,2.0,270.0,34.0,2.2,1016.1,1027.0,2000.0,0.4,12,13,17,35.0
1769,0.003,0.5,0.017,0.025,23.0,12.0,-0.4,0.0,1.5,290.0,39.0,2.3,1016.0,1026.9,2000.0,-0.1,12,13,18,36.0
1770,0.003,0.6,0.01,0.032,24.0,11.0,-0.8,0.0,1.4,290.0,43.0,2.5,1015.9,1026.8,2000.0,-0.8,12,13,19,38.0
1771,0.003,0.6,0.006,0.036,24.0,13.0,-1.6,0.0,1.1,270.0,47.0,2.6,1015.9,1026.9,2000.0,-1.1,12,13,20,35.0
1772,0.003,0.6,0.005,0.037,23.0,13.0,-1.5,0.0,1.2,290.0,48.0,2.6,1015.9,1026.9,2000.0,-0.7,12,13,21,37.0
1773,0.003,0.6,0.002,0.042,22.0,12.0,-1.0,0.0,1.6,250.0,46.0,2.6,1015.7,1026.6,2000.0,-0.8,12,13,22,39.0
1774,0.004,0.5,0.004,0.038,26.0,14.0,-0.8,0.0,1.9,180.0,46.0,2.6,1015.6,1026.5,2000.0,-0.8,12,13,23,41.0
1775,0.003,0.4,0.006,0.036,24.0,14.0,-0.7,0.0,1.9,140.0,47.0,2.7,1015.3,1026.2,2000.0,-0.7,12,14,0,39.0
1776,0.003,0.4,0.006,0.037,26.0,14.0,-0.3,0.0,2.0,110.0,50.0,3.0,1014.6,1025.5,2000.0,-0.5,12,14,1,38.0
1777,0.003,0.5,0.008,0.033,24.0,13.0,0.0,0.0,1.9,110.0,52.0,3.2,1014.1,1025.0,2000.0,-0.4,12,14,2,39.0
1778,0.003,0.5,0.002,0.042,23.0,11.0,-0.1,0.0,2.0,50.0,51.0,3.1,1014.0,1024.9,2000.0,-0.4,12,14,3,39.0
1779,0.003,0.5,0.002,0.042,26.0,14.0,0.0,0.0,2.3,50.0,53.0,3.2,1013.5,1024.4,2000.0,-0.4,12,14,4,38.0
1780,0.003,0.5,0.002,0.039,27.0,15.0,0.0,0.0,2.5,50.0,55.0,3.4,1013.1,1024.0,2000.0,-0.4,12,14,5,43.0
1781,0.003,0.6,0.002,0.041,26.0,16.0,0.0,0.0,2.3,50.0,56.0,3.4,1012.7,1023.6,2000.0,-0.3,12,14,6,36.0
1782,0.004,0.5,0.002,0.041,28.0,15.0,0.1,0.0,2.3,50.0,56.0,3.5,1012.5,1023.4,2000.0,-0.5,12,14,7,28.0
1783,0.003,0.5,0.002,0.04,26.0,16.0,0.1,0.0,2.7,50.0,56.0,3.5,1012.4,1023.3,2000.0,-0.3,12,14,8,32.0
1784,0.004,0.7,0.002,0.041,30.0,20.0,0.5,0.0,2.3,50.0,57.0,3.6,1012.2,1023.0,2000.0,-0.2,12,14,9,39.0
1785,0.004,0.7,0.003,0.042,33.0,19.0,1.1,0.0,2.5,50.0,56.0,3.7,1012.2,1023.0,2000.0,-0.1,12,14,10,42.0
1786,0.004,0.7,0.005,0.04,39.0,23.0,2.9,0.0,2.5,50.0,53.0,4.0,1011.6,1022.3,2000.0,0.3,12,14,11,48.0
1787,0.004,0.7,0.007,0.04,44.0,24.0,4.7,0.0,2.6,50.0,50.0,4.3,1010.7,1021.3,2000.0,7.3,12,14,12,66.0
1788,0.004,0.6,0.01,0.037,40.0,26.0,6.2,0.0,1.3,110.0,53.0,5.0,1009.9,1020.5,2000.0,9.3,12,14,13,95.0
1789,0.005,0.6,0.013,0.035,38.0,23.0,8.1,0.0,2.0,160.0,48.0,5.2,1008.9,1019.4,2000.0,8.7,12,14,14,102.0
1790,0.004,0.5,0.014,0.035,41.0,25.0,7.1,0.0,2.8,200.0,55.0,5.6,1008.7,1019.2,2000.0,5.5,12,14,15,112.0
1791,0.004,0.5,0.019,0.031,35.0,19.0,6.9,0.0,2.0,200.0,59.0,5.9,1008.5,1019.0,2000.0,4.7,12,14,16,123.0
1792,0.004,0.5,0.015,0.033,35.0,19.0,6.5,0.0,2.7,200.0,67.0,6.5,1008.6,1019.1,1855.0,4.1,12,14,17,132.0
1793,0.003,0.5,0.012,0.034,36.0,20.0,6.0,0.0,2.2,180.0,73.0,6.8,1008.7,1019.3,1484.0,3.8,12,14,18,135.0
1794,0.004,0.5,0.005,0.04,38.0,23.0,5.7,0.0,1.3,110.0,81.0,7.4,1008.7,1019.3,1905.0,3.9,12,14,19,139.0
1795,0.003,0.5,0.002,0.043,35.0,21.0,5.5,0.0,1.3,20.0,84.0,7.6,1008.8,1019.4,1576.0,3.9,12,14,20,143.0
1796,0.003,0.6,0.003,0.042,37.0,21.0,5.6,0.4,1.3,20.0,85.0,7.7,1008.9,1019.5,1467.0,4.1,12,14,21,138.0
1797,0.003,0.6,0.003,0.041,39.0,26.0,5.7,0.0,0.3,0.0,88.0,8.0,1009.0,1019.6,954.0,4.2,12,14,22,132.0
1798,0.003,0.7,0.002,0.042,41.0,28.0,5.8,0.0,1.2,50.0,91.0,8.4,1009.0,1019.6,444.0,4.4,12,14,23,119.0
1799,0.003,0.6,0.002,0.039,39.0,28.0,5.8,0.8,1.3,20.0,92.0,8.4,1009.0,1019.6,356.0,4.5,12,15,0,107.0
1800,0.003,0.6,0.002,0.039,38.0,27.0,5.7,0.0,1.6,20.0,94.0,8.6,1008.9,1019.5,351.0,4.3,12,15,1,100.0
1801,0.003,0.7,0.002,0.04,39.0,28.0,5.8,0.0,0.3,0.0,94.0,8.7,1008.7,1019.3,573.0,3.8,12,15,2,94.0
1802,0.004,0.8,0.002,0.042,39.0,30.0,5.5,0.1,1.5,20.0,95.0,8.5,1008.6,1019.2,342.0,3.6,12,15,3,90.0
1803,0.003,0.7,0.002,0.042,38.0,27.0,5.5,0.0,1.4,20.0,96.0,8.7,1008.0,1018.6,355.0,4.0,12,15,4,88.0
1804,0.003,0.8,0.002,0.041,43.0,31.0,6.1,0.0,2.8,230.0,98.0,9.2,1007.9,1018.5,402.0,4.6,12,15,5,88.0
1805,0.003,0.5,0.02,0.027,36.0,24.0,6.2,1.3,1.0,180.0,93.0,8.8,1007.6,1018.2,980.0,4.4,12,15,6,89.0
1806,0.003,0.5,0.014,0.035,28.0,21.0,6.4,0.0,2.4,200.0,94.0,9.0,1008.1,1018.6,606.0,4.7,12,15,7,102.0
1807,0.003,0.7,0.004,0.047,32.0,22.0,6.5,0.0,1.3,180.0,93.0,9.0,1008.8,1019.4,699.0,4.4,12,15,8,103.0
1808,0.004,0.8,0.002,0.053,39.0,27.0,6.7,0.6,0.2,0.0,94.0,9.2,1009.2,1019.7,612.0,5.0,12,15,9,105.0
1809,0.004,0.9,0.002,0.048,42.0,29.0,6.9,0.0,1.1,230.0,94.0,9.3,1009.9,1020.4,581.0,6.1,12,15,10,108.0
1810,0.003,0.8,0.005,0.046,48.0,28.0,8.0,0.0,1.8,200.0,93.0,9.9,1010.1,1020.6,519.0,9.2,12,15,11,118.0
1811,0.004,0.7,0.012,0.04,66.0,43.0,9.5,0.1,2.5,200.0,81.0,9.5,1009.7,1020.1,435.0,11.9,12,15,12,118.0
1812,0.004,0.7,0.017,0.038,95.0,68.0,9.6,0.0,1.6,250.0,77.0,9.2,1009.3,1019.7,575.0,9.6,12,15,13,108.0
1813,0.004,0.8,0.016,0.042,102.0,75.0,9.3,0.0,2.4,230.0,70.0,8.1,1008.9,1019.3,585.0,8.1,12,15,14,78.0
1814,0.005,0.8,0.026,0.033,112.0,80.0,9.6,0.0,2.5,270.0,67.0,8.0,1008.7,1019.1,546.0,8.4,12,15,15,70.0
1815,0.004,0.7,0.034,0.026,123.0,85.0,9.4,0.0,2.2,270.0,68.0,8.0,1009.3,1019.7,480.0,7.4,12,15,16,72.0
1816,0.004,0.8,0.03,0.03,132.0,96.0,8.7,0.0,2.0,270.0,74.0,8.3,1009.4,1019.9,438.0,6.0,12,15,17,62.0
1817,0.004,0.9,0.024,0.034,135.0,97.0,8.1,0.0,2.1,270.0,79.0,8.5,1009.6,1020.1,383.0,5.0,12,15,18,56.0
