,PM10_1
4111,58.0
4112,56.0
4113,53.0
4114,52.0
4115,55.0
4116,55.0
4117,46.0
4118,35.0
4119,37.0
4120,30.0
4121,29.0
4122,30.0
4123,31.0
4124,29.0
4125,32.0
4126,33.0
4127,31.0
4128,29.0
4129,29.0
4130,29.0
4131,29.0
4132,29.0
4133,33.0
4134,34.0
4135,36.0
4136,34.0
4137,33.0
4138,36.0
4139,38.0
4140,57.0
4141,38.92536106296938
4142,38.92536106296938
4143,38.92536106296938
4144,43.0
4145,42.0
4146,36.0
4147,35.0
4148,43.0
4149,55.0
4150,56.0
4151,60.0
4152,63.0
4153,67.0
4154,63.0
4155,60.0
4156,62.0
4157,62.0
4158,65.0
4159,70.0
4160,72.0
4161,77.0
4162,80.0
4163,89.0
4164,96.0
4165,102.0
4166,102.0
4167,103.0
4168,110.0
4169,108.0
4170,94.0
4171,91.0
4172,81.0
4173,77.0
4174,77.0
4175,77.0
4176,75.0
4177,80.0
4178,81.0
4179,85.0
4180,87.0
4181,90.0
4182,90.0
4183,89.0
4184,87.0
4185,85.0
4186,78.0
4187,74.0
4188,59.0
4189,55.0
4190,65.0
4191,70.0
4192,62.0
4193,55.0
4194,52.0
4195,42.0
4196,36.0
4197,34.0
4198,32.0
4199,33.0
4200,35.0
4201,37.0
4202,36.0
4203,33.0
4204,36.0
4205,38.0
4206,38.0
4207,41.0
4208,42.0
4209,46.0
4210,52.0
4211,58.0
4212,66.0
4213,87.0
4214,95.0
4215,100.0
4216,103.0
4217,115.0
4218,112.0
4219,109.0
4220,97.0
4221,87.0
4222,80.0
4223,78.0
4224,79.0
4225,91.0
4226,102.0
4227,107.0
4228,111.0
4229,115.0
4230,116.0
4231,120.0
4232,122.0
4233,124.0
4234,132.0
4235,142.0
4236,139.0
4237,121.0
4238,102.0
4239,90.0
4240,66.0
4241,66.0
4242,88.0
4243,81.0
4244,99.0
4245,120.0
4246,99.0
4247,96.0
4248,84.0
4249,94.0
4250,97.0
4251,110.0
4252,106.0
4253,101.0
4254,77.0
4255,74.0
4256,76.0
4257,81.0
4258,81.0
4259,81.0
4260,76.0
4261,64.0
4262,49.0
4263,44.0
4264,45.0
4265,38.0
4266,33.0
4267,30.0
4268,25.0
4269,25.0
4270,20.0
4271,15.0
4272,16.0
4273,14.0
4274,10.0
4275,7.0
4276,7.0
4277,8.0
4278,8.0
4279,16.0
4280,13.0
4281,7.0
4282,8.0
4283,12.0
4284,13.0
4285,20.0
4286,23.0
4287,22.0
4288,26.0
4289,29.0
4290,20.0
4291,21.0
4292,24.0
4293,27.0
4294,38.0
4295,53.0
4296,41.0
4297,28.0
4298,78.0
4299,277.0
4300,389.0
4301,444.0
4302,474.0
4303,469.0
4304,445.0
4305,496.0
4306,549.0
4307,472.0
4308,242.0
4309,200.0
4310,229.0
4311,180.0
4312,170.0
4313,171.0
4314,171.0
4315,167.0
4316,176.0
4317,210.0
4318,277.0
4319,329.0
4320,314.0
4321,352.0
4322,365.0
4323,343.0
4324,322.0
4325,296.0
4326,238.0
4327,183.0
4328,153.0
4329,164.0
4330,154.0
4331,120.0
4332,65.0
4333,58.0
4334,52.0
4335,49.0
4336,49.0
4337,48.0
4338,43.0
4339,48.0
4340,49.0
4341,46.0
4342,42.0
4343,43.0
4344,45.0
4345,45.0
4346,43.0
4347,45.0
4348,40.0
4349,39.0
4350,39.0
4351,43.0
4352,43.0
4353,76.0
4354,54.0
4355,54.0
4356,47.0
4357,39.0
4358,34.0
4359,26.0
4360,31.0
4361,43.0
4362,40.0
4363,37.0
4364,37.0
4365,39.0
4366,35.0
4367,39.0
4368,35.0
4369,38.0
4370,37.0
4371,38.0
4372,31.0
4373,34.0
4374,32.0
4375,32.0
4376,34.0
4377,36.0
4378,37.0
4379,36.0
4380,36.0
4381,39.0
4382,41.0
4383,43.0
4384,43.0
4385,52.0
4386,63.0
4387,69.0
4388,58.0
4389,49.0
4390,53.0
4391,57.0
4392,51.0
4393,53.0
4394,52.0
4395,51.0
4396,49.0
4397,50.0
4398,47.0
4399,45.0
4400,44.0
4401,43.0
4402,42.0
4403,40.0
4404,37.0
4405,36.0
4406,36.0
4407,38.0
4408,43.0
4409,43.0
4410,43.0
4411,53.0
4412,64.0
4413,59.0
4414,60.0
4415,59.0
4416,55.0
4417,55.0
4418,55.0
4419,54.0
4420,51.0
4421,52.0
4422,50.0
4423,50.0
4424,50.0
4425,52.0
4426,52.0
4427,60.0
4428,44.0
4429,28.0
4430,20.0
4431,19.0
4432,12.0
4433,9.0
4434,5.0
4435,8.0
4436,5.0
4437,3.0
4438,14.0
4439,11.0
4440,3.0
4441,5.0
4442,3.0
4443,4.0
4444,3.0
4445,5.0
4446,3.0
4447,3.0
4448,3.0
4449,3.0
4450,3.0
4451,3.0
4452,3.0
4453,7.0
4454,6.0
4455,11.0
4456,8.0
4457,15.0
4458,15.0
4459,19.0
4460,22.0
4461,22.0
4462,22.0
4463,25.0
4464,23.0
4465,22.0
4466,21.0
4467,21.0
4468,21.0
4469,21.0
4470,19.0
4471,21.0
4472,19.0
4473,18.0
4474,19.0
4475,18.0
4476,17.0
4477,16.0
4478,14.0
4479,14.0
4480,16.0
4481,17.0
4482,29.0
4483,30.0
4484,22.0
4485,21.0
4486,19.0
4487,20.0
4488,20.0
4489,21.0
4490,23.0
4491,24.0
4492,24.0
4493,26.0
4494,26.0
4495,31.0
4496,28.0
4497,31.0
4498,37.0
4499,41.0
4500,40.0
4501,46.0
4502,49.0
4503,51.0
4504,47.0
4505,50.0
4506,55.0
4507,58.0
4508,54.0
4509,46.0
4510,45.0
4511,51.0
4512,52.0
4513,56.0
4514,57.0
4515,62.0
4516,60.0
4517,65.0
4518,76.0
4519,87.0
4520,77.0
4521,71.0
4522,77.0
4523,85.0
4524,79.0
4525,63.0
4526,40.0
4527,41.0
4528,48.0
4529,40.0
4530,32.0
4531,31.0
4532,28.0
4533,31.0
4534,39.0
4535,47.0
4536,42.0
4537,34.0
4538,32.0
4539,32.0
4540,30.0
4541,32.0
4542,34.0
4543,47.0
4544,42.0
4545,36.0
4546,32.0
4547,31.0
4548,35.0
4549,38.0
4550,28.0
4551,24.0
4552,28.0
4553,38.92536106296938
4554,38.92536106296938
4555,39.0
4556,36.0
4557,29.0
4558,27.0
4559,34.0
4560,34.0
4561,35.0
4562,35.0
4563,37.0
4564,35.0
4565,41.0
4566,40.0
4567,38.0
4568,32.0
4569,29.0
4570,24.0
4571,27.0
4572,24.0
4573,25.0
4574,26.0
4575,30.0
4576,33.0
4577,36.0
4578,37.0
4579,39.0
4580,37.0
4581,39.0
4582,37.0
4583,34.0
4584,25.0
4585,26.0
4586,23.0
4587,23.0
4588,21.0
4589,24.0
4590,23.0
4591,24.0
4592,23.0
4593,22.0
4594,25.0
4595,32.0
4596,33.0
4597,33.0
4598,38.0
4599,45.0
4600,54.0
4601,54.0
4602,45.0
4603,39.0
4604,37.0
4605,44.0
4606,40.0
4607,38.0
4608,39.0
4609,39.0
4610,35.0
4611,34.0
4612,33.0
4613,34.0
4614,38.0
4615,39.0
4616,36.0
4617,36.0
4618,35.0
4619,43.0
4620,37.0
4621,42.0
4622,51.0
4623,54.0
4624,51.0
4625,54.0
4626,60.0
4627,58.0
4628,48.0
4629,47.0
4630,50.0
4631,53.0
4632,53.0
4633,55.0
4634,51.0
4635,59.0
4636,55.0
4637,62.0
4638,58.0
4639,68.0
4640,92.0
4641,60.0
4642,51.0
4643,42.0
4644,31.0
4645,29.0
4646,31.0
4647,29.0
4648,27.0
4649,22.0
4650,17.0
4651,20.0
4652,19.0
4653,16.0
4654,11.0
4655,10.0
4656,8.0
4657,4.0
4658,5.0
4659,3.0
4660,3.0
4661,4.0
4662,4.0
4663,7.0
4664,5.0
4665,11.0
4666,11.0
4667,16.0
4668,23.0
4669,20.0
4670,20.0
4671,18.0
4672,17.0
4673,22.0
4674,21.0
4675,23.0
4676,20.0
4677,20.0
4678,20.0
4679,21.0
4680,20.0
4681,24.0
4682,24.0
4683,24.0
4684,24.0
4685,23.0
4686,21.0
4687,22.0
4688,19.0
4689,16.0
4690,17.0
4691,18.0
4692,24.0
4693,29.0
4694,29.0
4695,27.0
4696,29.0
4697,33.0
4698,33.0
4699,36.0
4700,38.0
4701,42.0
4702,37.0
4703,38.0
4704,38.0
4705,41.0
4706,39.0
4707,40.0
4708,42.0
4709,43.0
4710,43.0
4711,45.0
4712,48.0
4713,51.0
4714,51.0
4715,51.0
4716,53.0
4717,56.0
4718,46.0
4719,48.0
4720,52.0
4721,56.0
4722,57.0
4723,55.0
4724,50.0
4725,51.0
4726,42.0
4727,45.0
4728,39.0
4729,41.0
4730,40.0
4731,35.0
4732,30.0
4733,30.0
4734,31.0
4735,29.0
4736,27.0
4737,30.0
4738,30.0
4739,31.0
4740,30.0
4741,21.0
4742,20.0
4743,43.0
4744,99.0
4745,240.0
4746,348.0
4747,217.0
4748,76.0
4749,75.0
4750,79.0
4751,93.0
4752,90.0
4753,82.0
4754,75.0
4755,75.0
4756,76.0
4757,66.0
4758,60.0
4759,64.0
4760,69.0
4761,78.0
4762,109.0
4763,150.0
4764,159.0
4765,149.0
4766,140.0
4767,130.0
4768,79.0
4769,59.0
4770,36.0
4771,43.0
4772,37.0
4773,31.0
4774,34.0
4775,36.0
4776,37.0
4777,38.0
4778,30.0
4779,23.0
4780,18.0
4781,18.0
4782,16.0
4783,16.0
4784,14.0
4785,12.0
4786,16.0
4787,24.0
4788,29.0
4789,33.0
4790,34.0
4791,39.0
4792,41.0
4793,43.0
4794,46.0
4795,54.0
4796,49.0
4797,43.0
4798,40.0
4799,39.0
4800,36.0
4801,37.0
4802,33.0
4803,34.0
4804,38.0
4805,43.0
4806,41.0
4807,45.0
4808,45.0
4809,47.0
4810,50.0
4811,51.0
4812,49.0
4813,51.0
4814,55.0
4815,56.0
4816,56.0
4817,59.0
4818,60.0
4819,64.0
4820,61.0
4821,59.0
4822,57.0
4823,56.0
4824,57.0
4825,61.0
4826,64.0
4827,66.0
4828,67.0
4829,68.0
4830,61.0
4831,66.0
4832,75.0
4833,79.0
4834,76.0
4835,82.0
4836,84.0
4837,93.0
4838,87.0
4839,100.0
4840,94.0
4841,85.0
4842,67.0
4843,60.0
4844,54.0
4845,56.0
4846,54.0
4847,52.0
4848,56.0
4849,55.0
4850,51.0
4851,53.0
4852,49.0
4853,50.0
4854,49.0
4855,52.0
4856,58.0
4857,62.0
4858,71.0
4859,75.0
4860,38.92536106296938
4861,38.92536106296938
4862,38.92536106296938
4863,97.0
4864,80.0
4865,79.0
4866,76.0
4867,99.0
4868,119.0
4869,116.0
4870,101.0
4871,98.0
4872,100.0
4873,99.0
4874,79.0
4875,71.0
4876,70.0
4877,81.0
4878,81.0
4879,85.0
4880,85.0
4881,94.0
4882,89.0
4883,86.0
4884,78.0
4885,82.0
4886,75.0
4887,63.0
4888,54.0
4889,61.0
4890,66.0
4891,71.0
4892,58.0
4893,60.0
4894,61.0
4895,63.0
4896,66.0
4897,58.0
4898,58.0
4899,62.0
4900,65.0
4901,66.0
4902,56.0
4903,50.0
4904,50.0
4905,47.0
4906,50.0
4907,46.0
4908,43.0
4909,35.0
4910,28.0
4911,28.0
4912,30.0
4913,29.0
4914,26.0
4915,23.0
4916,23.0
4917,24.0
4918,23.0
4919,22.0
4920,21.0
4921,19.0
4922,18.0
4923,19.0
4924,18.0
4925,18.0
4926,17.0
4927,20.0
4928,17.0
4929,20.0
4930,16.0
4931,19.0
4932,15.0
4933,17.0
4934,24.0
4935,23.0
4936,24.0
4937,27.0
4938,26.0
4939,28.0
4940,31.0
4941,34.0
4942,29.0
4943,26.0
4944,27.0
4945,28.0
4946,28.0
4947,28.0
4948,30.0
4949,29.0
4950,29.0
4951,26.0
4952,23.0
4953,24.0
4954,22.0
4955,21.0
4956,18.0
4957,21.0
4958,18.0
4959,17.0
4960,16.0
4961,18.0
4962,21.0
4963,23.0
4964,24.0
4965,27.0
4966,25.0
4967,29.0
4968,26.0
4969,23.0
4970,20.0
4971,22.0
4972,20.0
4973,18.0
4974,16.0
4975,15.0
4976,14.0
4977,13.0
4978,14.0
4979,25.0
4980,34.0
4981,35.0
4982,37.0
4983,37.0
4984,43.0
4985,39.0
4986,36.0
4987,33.0
4988,35.0
4989,35.0
4990,31.0
4991,36.0
4992,38.0
4993,36.0
4994,34.0
4995,35.0
4996,33.0
4997,30.0
4998,28.0
4999,27.0
5000,27.0
5001,25.0
5002,28.0
5003,29.0
5004,27.0
5005,33.0
5006,31.0
5007,32.0
5008,38.0
5009,41.0
5010,36.0
5011,31.0
5012,26.0
5013,24.0
5014,25.0
5015,24.0
5016,27.0
5017,35.0
5018,24.0
5019,38.0
5020,50.0
5021,59.0
5022,60.0
5023,68.0
5024,76.0
5025,85.0
5026,89.0
5027,92.0
5028,86.0
5029,83.0
5030,77.0
5031,76.0
5032,66.0
5033,70.0
5034,70.0
5035,53.0
5036,46.0
5037,46.0
5038,42.0
5039,43.0
5040,53.0
5041,62.0
5042,67.0
5043,54.0
5044,45.0
5045,46.0
5046,44.0
5047,47.0
5048,49.0
5049,50.0
5050,58.0
5051,70.0
5052,72.0
5053,78.0
5054,79.0
5055,84.0
5056,85.0
5057,79.0
5058,79.0
5059,80.0
5060,84.0
5061,91.0
5062,81.0
5063,75.0
5064,49.0
5065,32.0
5066,25.0
5067,25.0
5068,16.0
5069,8.0
5070,7.0
5071,10.0
5072,11.0
5073,12.0
5074,9.0
5075,11.0
5076,20.0
5077,21.0
5078,22.0
5079,28.0
5080,51.0
5081,66.0
5082,70.0
5083,79.0
5084,82.0
5085,87.0
5086,76.0
5087,39.0
5088,28.0
5089,33.0
5090,29.0
5091,31.0
5092,38.0
5093,47.0
5094,42.0
5095,34.0
5096,26.0
5097,25.0
5098,23.0
5099,27.0
5100,26.0
5101,34.0
5102,33.0
5103,35.0
5104,19.0
5105,16.0
5106,12.0
5107,16.0
5108,15.0
5109,12.0
5110,11.0
5111,9.0
5112,3.0
5113,3.0
5114,3.0
5115,3.0
5116,3.0
5117,3.0
5118,4.0
5119,5.0
5120,3.0
5121,3.0
5122,6.0
5123,12.0
5124,20.0
5125,23.0
5126,21.0
5127,22.0
5128,25.0
5129,26.0
5130,23.0
5131,24.0
5132,24.0
5133,24.0
5134,25.0
5135,26.0
5136,24.0
5137,29.0
5138,32.0
5139,33.0
5140,31.0
5141,34.0
5142,33.0
5143,33.0
5144,33.0
5145,38.0
5146,40.0
5147,42.0
5148,38.92536106296938
5149,38.92536106296938
5150,37.0
5151,36.0
5152,32.0
5153,31.0
5154,31.0
5155,31.0
5156,29.0
5157,34.0
5158,33.0
5159,34.0
5160,31.0
5161,20.0
5162,16.0
5163,17.0
5164,20.0
5165,25.0
5166,23.0
5167,20.0
5168,20.0
5169,24.0
5170,29.0
5171,34.0
5172,28.0
5173,29.0
5174,32.0
5175,38.0
5176,39.0
5177,42.0
5178,40.0
5179,42.0
5180,46.0
5181,43.0
5182,37.0
5183,11.0
5184,5.0
5185,20.0
5186,38.0
5187,20.0
5188,12.0
5189,14.0
5190,11.0
5191,14.0
5192,12.0
5193,17.0
5194,24.0
5195,41.0
5196,51.0
5197,51.0
5198,47.0
5199,53.0
5200,67.0
5201,66.0
5202,62.0
5203,77.0
5204,84.0
5205,81.0
5206,78.0
5207,77.0
5208,76.0
5209,76.0
5210,66.0
5211,65.0
5212,63.0
5213,68.0
5214,65.0
5215,64.0
5216,68.0
5217,76.0
5218,76.0
5219,72.0
5220,65.0
5221,70.0
5222,82.0
5223,95.0
5224,96.0
5225,86.0
5226,67.0
5227,66.0
5228,66.0
5229,60.0
5230,58.0
5231,63.0
5232,68.0
5233,75.0
5234,67.0
5235,62.0
5236,59.0
5237,66.0
5238,65.0
5239,64.0
5240,62.0
5241,66.0
5242,71.0
5243,72.0
5244,140.0
5245,311.0
5246,505.0
5247,626.0
5248,622.0
5249,628.0
5250,663.0
5251,689.0
5252,675.0
5253,631.0
5254,734.0
5255,873.0
5256,919.0
5257,942.0
5258,884.0
5259,745.0
5260,746.0
5261,714.0
5262,687.0
5263,630.0
5264,608.0
5265,590.0
5266,546.0
5267,459.0
5268,364.0
5269,332.0
5270,286.0
5271,252.0
5272,275.0
5273,295.0
5274,298.0
5275,313.0
5276,287.0
5277,298.0
5278,284.0
5279,267.0
5280,204.0
5281,127.0
5282,89.0
5283,69.0
5284,52.0
5285,56.0
5286,60.0
5287,65.0
5288,50.0
5289,44.0
5290,49.0
5291,57.0
5292,52.0
5293,38.0
5294,31.0
5295,36.0
5296,40.0
5297,41.0
5298,35.0
5299,35.0
5300,33.0
5301,33.0
5302,31.0
5303,27.0
5304,26.0
5305,26.0
5306,27.0
5307,27.0
5308,26.0
5309,28.0
5310,28.0
5311,27.0
5312,28.0
5313,30.0
5314,27.0
5315,21.0
5316,18.0
5317,17.0
5318,20.0
5319,18.0
5320,15.0
5321,18.0
5322,17.0
5323,17.0
5324,20.0
5325,18.0
5326,16.0
5327,17.0
5328,16.0
5329,17.0
5330,19.0
5331,18.0
5332,18.0
5333,19.0
5334,19.0
5335,22.0
5336,22.0
5337,28.0
5338,20.0
5339,22.0
5340,27.0
5341,21.0
5342,21.0
5343,20.0
5344,20.0
5345,22.0
5346,21.0
5347,20.0
5348,23.0
5349,23.0
5350,19.0
5351,19.0
5352,17.0
5353,16.0
5354,15.0
5355,16.0
5356,15.0
5357,17.0
5358,14.0
5359,13.0
5360,14.0
5361,20.0
5362,15.0
5363,16.0
5364,16.0
5365,15.0
5366,19.0
5367,20.0
5368,24.0
5369,28.0
5370,29.0
5371,29.0
5372,41.0
5373,41.0
5374,34.0
5375,36.0
5376,35.0
5377,38.0
5378,36.0
5379,36.0
5380,37.0
5381,36.0
5382,33.0
5383,32.0
5384,29.0
5385,32.0
5386,33.0
5387,39.0
5388,37.0
5389,43.0
5390,49.0
5391,49.0
5392,56.0
5393,68.0
5394,63.0
5395,59.0
5396,58.0
5397,58.0
5398,51.0
5399,51.0
5400,56.0
5401,50.0
5402,42.0
5403,43.0
5404,43.0
5405,43.0
5406,40.0
5407,44.0
5408,50.0
5409,62.0
5410,70.0
5411,75.0
5412,59.0
5413,49.0
5414,48.0
5415,41.0
5416,37.0
5417,40.0
5418,43.0
5419,60.0
5420,81.0
5421,77.0
5422,83.0
5423,91.0
5424,89.0
5425,96.0
5426,97.0
5427,102.0
5428,104.0
5429,109.0
5430,108.0
5431,119.0
5432,90.0
5433,53.0
5434,42.0
5435,52.0
5436,34.0
5437,31.0
5438,34.0
5439,29.0
5440,25.0
5441,22.0
5442,15.0
5443,14.0
5444,14.0
5445,15.0
5446,19.0
5447,18.0
5448,16.0
5449,11.0
5450,9.0
5451,10.0
5452,7.0
5453,7.0
5454,5.0
5455,6.0
5456,6.0
5457,7.0
5458,4.0
5459,5.0
5460,7.0
5461,7.0
5462,4.0
5463,3.0
5464,3.0
5465,38.92536106296938
5466,5.0
5467,5.0
5468,6.0
5469,8.0
5470,15.0
5471,18.0
5472,22.0
5473,23.0
5474,29.0
5475,40.0
5476,18.0
5477,16.0
5478,10.0
5479,9.0
5480,8.0
5481,12.0
5482,9.0
5483,11.0
5484,11.0
5485,8.0
5486,8.0
5487,15.0
5488,12.0
5489,12.0
5490,10.0
5491,13.0
5492,13.0
5493,13.0
5494,16.0
5495,15.0
5496,17.0
5497,17.0
5498,15.0
5499,18.0
5500,18.0
5501,17.0
5502,16.0
5503,17.0
5504,19.0
5505,25.0
5506,33.0
5507,32.0
5508,41.0
5509,39.0
5510,45.0
5511,44.0
5512,55.0
5513,49.0
5514,38.0
5515,31.0
5516,31.0
5517,30.0
5518,28.0
5519,37.0
5520,24.0
5521,23.0
5522,21.0
5523,24.0
5524,38.92536106296938
5525,40.0
5526,29.0
5527,28.0
5528,26.0
5529,34.0
5530,38.0
5531,46.0
5532,44.0
5533,43.0
5534,39.0
5535,42.0
5536,43.0
5537,45.0
5538,43.0
5539,31.0
5540,25.0
5541,21.0
5542,26.0
5543,24.0
5544,22.0
5545,21.0
5546,22.0
5547,26.0
5548,25.0
5549,29.0
5550,28.0
5551,28.0
5552,29.0
5553,35.0
5554,34.0
5555,30.0
5556,25.0
5557,21.0
5558,24.0
5559,20.0
5560,19.0
5561,34.0
5562,26.0
5563,17.0
5564,18.0
5565,19.0
5566,16.0
5567,11.0
5568,14.0
5569,13.0
5570,12.0
5571,19.0
5572,8.0
5573,8.0
5574,8.0
5575,8.0
5576,8.0
5577,9.0
5578,7.0
5579,8.0
5580,11.0
5581,12.0
5582,14.0
5583,16.0
5584,16.0
5585,22.0
5586,13.0
5587,13.0
5588,24.0
5589,23.0
5590,18.0
5591,20.0
5592,25.0
5593,21.0
5594,24.0
5595,30.0
5596,32.0
5597,32.0
5598,30.0
5599,28.0
5600,25.0
5601,31.0
5602,27.0
5603,25.0
5604,24.0
5605,27.0
5606,30.0
5607,24.0
5608,22.0
5609,22.0
5610,22.0
5611,25.0
5612,31.0
5613,34.0
5614,31.0
5615,36.0
5616,40.0
5617,50.0
5618,49.0
5619,46.0
5620,44.0
5621,38.0
5622,35.0
5623,41.0
5624,44.0
5625,49.0
5626,40.0
5627,32.0
5628,30.0
5629,31.0
5630,31.0
5631,36.0
5632,44.0
5633,38.0
5634,29.0
5635,24.0
5636,27.0
5637,29.0
5638,31.0
5639,28.0
5640,27.0
5641,25.0
5642,23.0
5643,22.0
5644,24.0
5645,32.0
5646,39.0
5647,45.0
5648,49.0
5649,45.0
5650,33.0
5651,37.0
5652,66.0
5653,105.0
5654,142.0
5655,165.0
5656,154.0
5657,222.0
5658,295.0
5659,305.0
5660,288.0
5661,272.0
5662,251.0
5663,244.0
5664,223.0
5665,219.0
5666,206.0
5667,196.0
5668,193.0
5669,209.0
5670,217.0
5671,142.0
5672,77.0
5673,94.0
5674,79.0
5675,98.0
5676,38.92536106296938
5677,38.92536106296938
5678,62.0
5679,67.0
5680,65.0
5681,46.0
5682,56.0
5683,52.0
5684,47.0
5685,50.0
5686,50.0
5687,53.0
5688,50.0
5689,53.0
5690,54.0
5691,50.0
5692,47.0
5693,44.0
5694,47.0
5695,43.0
5696,42.0
5697,47.0
5698,45.0
5699,44.0
5700,45.0
5701,48.0
5702,52.0
5703,50.0
5704,50.0
5705,52.0
5706,51.0
5707,48.0
5708,43.0
5709,39.0
5710,35.0
5711,39.0
5712,42.0
5713,41.0
5714,44.0
5715,41.0
5716,36.0
5717,39.0
5718,38.0
5719,37.0
5720,40.0
5721,35.0
5722,21.0
5723,16.0
5724,16.0
5725,33.0
5726,52.0
5727,52.0
5728,42.0
5729,42.0
5730,52.0
5731,56.0
5732,61.0
5733,70.0
5734,68.0
5735,67.0
5736,64.0
5737,63.0
5738,74.0
5739,71.0
5740,80.0
5741,79.0
5742,71.0
5743,55.0
5744,38.0
5745,24.0
5746,15.0
5747,16.0
5748,14.0
5749,12.0
5750,14.0
5751,18.0
5752,27.0
5753,37.0
5754,43.0
5755,49.0
5756,50.0
5757,46.0
5758,33.0
5759,31.0
5760,27.0
5761,20.0
5762,14.0
5763,13.0
5764,9.0
5765,14.0
5766,21.0
5767,25.0
5768,28.0
5769,32.0
5770,30.0
5771,31.0
5772,31.0
5773,24.0
5774,21.0
5775,23.0
5776,21.0
5777,19.0
5778,19.0
5779,17.0
5780,19.0
5781,21.0
5782,18.0
5783,19.0
5784,20.0
5785,20.0
5786,18.0
5787,18.0
5788,14.0
5789,15.0
5790,14.0
5791,9.0
5792,10.0
5793,12.0
5794,14.0
5795,19.0
5796,23.0
5797,21.0
5798,24.0
5799,27.0
5800,30.0
5801,37.0
5802,42.0
5803,51.0
5804,54.0
5805,44.0
5806,36.0
5807,42.0
5808,37.0
5809,28.0
5810,23.0
5811,20.0
5812,17.0
5813,19.0
5814,20.0
5815,20.0
5816,20.0
5817,23.0
5818,34.0
5819,35.0
5820,36.0
5821,42.0
5822,41.0
5823,41.0
5824,40.0
5825,45.0
5826,41.0
5827,46.0
5828,51.0
5829,48.0
5830,46.0
5831,48.0
5832,47.0
5833,46.0
5834,44.0
5835,41.0
5836,39.0
5837,37.0
5838,43.0
5839,38.0
5840,23.0
5841,24.0
5842,18.0
5843,29.0
5844,35.0
5845,40.0
5846,47.0
5847,49.0
5848,41.0
5849,45.0
5850,38.0
5851,42.0
5852,42.0
5853,45.0
5854,46.0
5855,53.0
5856,54.0
5857,53.0
5858,50.0
5859,54.0
5860,54.0
5861,54.0
5862,51.0
5863,49.0
5864,44.0
5865,47.0
5866,48.0
5867,50.0
5868,47.0
5869,51.0
5870,50.0
5871,53.0
5872,58.0
5873,63.0
5874,62.0
5875,68.0
5876,59.0
5877,51.0
5878,42.0
5879,42.0
5880,43.0
5881,43.0
5882,44.0
5883,37.0
5884,34.0
5885,37.0
5886,37.0
5887,38.0
5888,36.0
5889,41.0
5890,37.0
5891,31.0
5892,38.92536106296938
5893,38.92536106296938
5894,38.92536106296938
5895,42.0
5896,29.0
5897,28.0
5898,20.0
5899,30.0
5900,31.0
5901,24.0
5902,14.0
5903,14.0
5904,16.0
5905,18.0
5906,17.0
5907,19.0
5908,19.0
5909,19.0
5910,17.0
5911,17.0
5912,19.0
5913,21.0
5914,22.0
5915,23.0
5916,31.0
5917,40.0
5918,52.0
5919,41.0
5920,34.0
5921,28.0
5922,30.0
5923,38.0
5924,43.0
5925,41.0
5926,35.0
5927,36.0
5928,36.0
5929,32.0
5930,31.0
5931,29.0
5932,26.0
5933,28.0
5934,29.0
5935,31.0
5936,33.0
5937,44.0
5938,51.0
5939,60.0
5940,61.0
5941,66.0
5942,68.0
5943,69.0
5944,48.0
5945,47.0
5946,43.0
5947,48.0
5948,40.0
5949,48.0
5950,58.0
5951,76.0
5952,67.0
5953,75.0
5954,78.0
5955,90.0
5956,82.0
5957,79.0
5958,71.0
5959,70.0
5960,68.0
5961,76.0
5962,69.0
5963,64.0
5964,55.0
5965,55.0
5966,50.0
5967,48.0
5968,42.0
5969,38.92536106296938
5970,42.0
5971,46.0
5972,48.0
5973,53.0
5974,48.0
5975,45.0
5976,39.0
5977,39.0
5978,37.0
5979,37.0
5980,31.0
5981,31.0
5982,26.0
5983,29.0
5984,29.0
5985,34.0
5986,35.0
5987,37.0
5988,36.0
5989,38.0
5990,39.0
5991,39.0
5992,38.0
5993,39.0
5994,43.0
5995,52.0
5996,48.0
5997,46.0
5998,46.0
5999,48.0
6000,44.0
6001,46.0
6002,46.0
6003,44.0
6004,44.0
6005,46.0
6006,37.0
6007,34.0
6008,35.0
6009,36.0
6010,36.0
6011,34.0
6012,31.0
6013,31.0
6014,28.0
6015,36.0
6016,41.0
6017,44.0
6018,55.0
6019,46.0
6020,50.0
6021,58.0
6022,54.0
6023,51.0
6024,41.0
6025,38.0
6026,39.0
6027,36.0
6028,35.0
6029,31.0
6030,27.0
6031,28.0
6032,25.0
6033,25.0
6034,27.0
6035,35.0
6036,38.0
6037,48.0
6038,38.0
6039,43.0
6040,49.0
6041,55.0
6042,50.0
6043,54.0
6044,56.0
6045,54.0
6046,53.0
6047,51.0
6048,53.0
6049,55.0
6050,49.0
6051,52.0
6052,48.0
6053,51.0
6054,55.0
6055,52.0
6056,44.0
6057,47.0
6058,50.0
6059,52.0
6060,54.0
6061,55.0
6062,47.0
6063,49.0
6064,48.0
6065,54.0
6066,59.0
6067,74.0
6068,70.0
6069,69.0
6070,56.0
6071,36.0
6072,39.0
6073,32.0
6074,27.0
6075,28.0
6076,23.0
6077,16.0
6078,13.0
6079,18.0
6080,13.0
6081,14.0
6082,15.0
6083,18.0
6084,18.0
6085,21.0
6086,23.0
6087,23.0
6088,19.0
6089,20.0
6090,21.0
6091,21.0
6092,23.0
6093,24.0
6094,27.0
6095,29.0
6096,22.0
6097,18.0
6098,19.0
