               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.017224,           0.0082507,           0.0049758,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010313,            0.010313,            0.010313
                  12,            0.016583,            0.008159,           0.0046487,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01026,             0.01026,             0.01026
                  13,            0.016293,           0.0082268,           0.0056948,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010206,            0.010206,            0.010206
                  14,            0.016146,           0.0080177,           0.0047198,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010152,            0.010152,            0.010152
                  15,            0.016146,           0.0079827,           0.0042282,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010099,            0.010099,            0.010099
                  16,            0.015391,           0.0079916,           0.0043634,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010045,            0.010045,            0.010045
                  17,            0.015623,           0.0078073,           0.0041273,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0099912,           0.0099912,           0.0099912
                  18,            0.015055,           0.0077992,           0.0039249,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0099375,           0.0099375,           0.0099375
                  19,            0.014731,           0.0078296,           0.0038325,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0098838,           0.0098838,           0.0098838
                  20,            0.014566,           0.0074643,           0.0038448,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0098301,           0.0098301,           0.0098301
                   0,            0.014314,            0.015342,            0.011129,              0.7281,             0.98498,             0.79417,             0.66339,            0.014205,           0.0084566,            0.010939,            0.070238,           0.0030355,           0.0030355
                   1,             0.01794,             0.01584,            0.011606,               0.721,             0.96776,             0.77855,             0.62012,            0.017526,            0.010947,            0.011737,            0.041887,           0.0060224,           0.0060224
                   2,            0.021106,            0.017003,            0.012921,             0.67027,             0.95172,              0.7732,             0.53074,            0.023897,            0.014328,            0.012414,            0.013477,            0.008949,            0.008949
                   3,               0.023,            0.017922,            0.013801,             0.62103,             0.85083,             0.70155,             0.43397,            0.031778,            0.012071,            0.030887,           0.0092858,           0.0092858,           0.0092858
                   4,            0.022507,            0.018194,            0.013992,             0.60818,             0.89941,             0.75827,             0.46109,            0.028967,            0.013337,            0.017312,           0.0092858,           0.0092858,           0.0092858
                   5,            0.021992,            0.018218,            0.014137,              0.6757,             0.91106,             0.78692,             0.56211,            0.021423,            0.012635,            0.012993,            0.009191,            0.009191,            0.009191
                   6,            0.021835,            0.018065,            0.014043,             0.62963,             0.89465,             0.75939,             0.52108,            0.023737,            0.014053,            0.014241,           0.0090963,           0.0090963,           0.0090963
                   7,            0.021055,            0.018052,            0.013449,             0.64142,             0.72042,             0.70984,             0.37344,            0.034318,            0.019405,            0.016789,           0.0090015,           0.0090015,           0.0090015
                   8,            0.021063,            0.018022,            0.012853,             0.71033,             0.85183,             0.80196,              0.5125,            0.025474,             0.01346,            0.012404,           0.0089068,           0.0089068,           0.0089068
                   9,            0.020421,            0.017745,            0.012632,             0.75805,              0.8685,             0.82162,             0.56802,            0.023988,             0.01136,            0.012324,           0.0088121,           0.0088121,           0.0088121
                  10,            0.020443,            0.017722,            0.012358,             0.76843,             0.86861,             0.82629,             0.57068,            0.025147,            0.012673,             0.01095,           0.0087173,           0.0087173,           0.0087173
                  11,            0.019874,            0.017655,            0.011729,             0.70454,             0.86415,             0.81835,             0.50308,            0.030376,            0.013922,            0.013502,           0.0086226,           0.0086226,           0.0086226
                  12,            0.019515,            0.017294,            0.011445,             0.71256,             0.82368,             0.81895,             0.61069,            0.019565,            0.014414,             0.01428,           0.0085278,           0.0085278,           0.0085278
                  13,            0.019647,            0.017125,            0.010852,             0.78795,               0.853,             0.83781,             0.61455,            0.020699,            0.011011,            0.011175,           0.0084331,           0.0084331,           0.0084331
                  14,            0.019161,            0.017008,            0.010378,             0.74999,             0.80184,             0.81171,             0.51892,             0.02697,            0.013222,            0.012668,           0.0083383,           0.0083383,           0.0083383
                  15,            0.018884,            0.017173,            0.010432,             0.80693,             0.81725,             0.83658,             0.60852,            0.020834,            0.011536,             0.01178,           0.0082436,           0.0082436,           0.0082436
                  16,            0.018615,            0.017049,             0.01008,             0.79364,             0.84284,             0.84474,             0.61168,             0.02162,            0.011347,            0.010671,           0.0081489,           0.0081489,           0.0081489
                  17,            0.018341,            0.016631,           0.0093525,              0.7568,             0.86178,             0.83612,             0.61016,            0.021762,            0.011288,            0.013188,           0.0080541,           0.0080541,           0.0080541
                  18,            0.018504,            0.016861,           0.0088345,             0.81876,             0.84127,             0.86003,             0.60922,            0.023552,             0.01009,            0.010005,           0.0079594,           0.0079594,           0.0079594
                  19,            0.018122,             0.01662,           0.0088384,              0.8209,             0.79065,              0.8636,             0.57682,            0.024301,           0.0092757,            0.014595,           0.0078646,           0.0078646,           0.0078646
                  20,            0.017901,             0.01676,           0.0086865,             0.73913,             0.81237,              0.8164,             0.59055,            0.021913,            0.011657,            0.013469,           0.0077699,           0.0077699,           0.0077699
                  21,            0.017602,            0.016677,           0.0083956,             0.78814,             0.80546,             0.83478,              0.6252,            0.019165,            0.011296,              0.0132,           0.0076751,           0.0076751,           0.0076751
                  22,            0.017544,            0.016544,           0.0086256,             0.77548,             0.79621,             0.80971,             0.60727,             0.01948,            0.010805,            0.014763,           0.0075804,           0.0075804,           0.0075804
                  23,            0.017355,            0.016712,           0.0080068,             0.81688,             0.85031,             0.86782,             0.64471,            0.020809,            0.010016,            0.011174,           0.0074857,           0.0074857,           0.0074857
                  24,            0.017142,             0.01616,           0.0082663,             0.76076,             0.82653,             0.81557,             0.61656,            0.019711,            0.011151,            0.012795,           0.0073909,           0.0073909,           0.0073909
                  25,             0.01702,            0.016046,           0.0077593,             0.78416,             0.85941,             0.83711,             0.61965,            0.020156,           0.0091182,            0.013251,           0.0072962,           0.0072962,           0.0072962
                  26,            0.016881,            0.016118,            0.007716,             0.71145,             0.81808,             0.81599,             0.58629,            0.021548,            0.011511,            0.015332,           0.0072014,           0.0072014,           0.0072014
                  27,            0.016332,             0.01605,           0.0074081,             0.79263,             0.81427,              0.8148,             0.62056,            0.020282,            0.010854,            0.013133,           0.0071067,           0.0071067,           0.0071067
                  28,            0.016174,            0.015814,           0.0073022,              0.8161,             0.82392,             0.83397,             0.63646,            0.019261,            0.010822,            0.014303,           0.0070119,           0.0070119,           0.0070119
                  29,            0.016163,              0.0159,           0.0067679,             0.76257,              0.8101,             0.82051,             0.63628,            0.018779,            0.010737,            0.014005,           0.0069172,           0.0069172,           0.0069172
                  30,            0.016066,            0.015627,           0.0067838,             0.80612,               0.818,             0.82358,              0.6433,            0.018712,            0.010243,            0.014671,           0.0068225,           0.0068225,           0.0068225
                  31,            0.015996,            0.015915,           0.0068818,             0.77158,             0.80043,             0.82801,             0.62886,            0.019314,            0.012225,            0.013386,           0.0067277,           0.0067277,           0.0067277
                  32,            0.015856,            0.015562,           0.0068399,             0.78056,             0.79397,             0.83262,             0.60341,            0.022452,            0.012854,            0.011612,            0.006633,            0.006633,            0.006633
                  33,            0.015542,            0.015532,           0.0063916,             0.82972,              0.8273,             0.85241,             0.67729,            0.016103,            0.011332,            0.013058,           0.0065382,           0.0065382,           0.0065382
                  34,            0.015265,             0.01571,           0.0065326,             0.82236,             0.85524,             0.87598,             0.68077,            0.018107,            0.011173,            0.010472,           0.0064435,           0.0064435,           0.0064435
                  35,            0.015418,            0.015337,           0.0063594,             0.77376,             0.80448,             0.82085,             0.60874,            0.020883,            0.012424,            0.014242,           0.0063487,           0.0063487,           0.0063487
                  36,            0.015373,            0.015613,           0.0061098,             0.83798,             0.84722,             0.85665,             0.69293,            0.016003,           0.0092127,            0.012837,            0.006254,            0.006254,            0.006254
                  37,            0.015174,            0.015064,           0.0060404,              0.8206,             0.85811,             0.86352,             0.69891,            0.016877,           0.0096239,            0.011612,           0.0061593,           0.0061593,           0.0061593
                  38,            0.015094,            0.015063,           0.0060141,              0.8133,             0.81376,              0.8369,             0.67037,             0.01722,           0.0094497,            0.014639,           0.0060645,           0.0060645,           0.0060645
                  39,            0.014765,             0.01538,           0.0059863,             0.74186,             0.77143,             0.79279,              0.6122,            0.018398,            0.010551,            0.019392,           0.0059698,           0.0059698,           0.0059698
                  40,            0.014753,            0.014922,           0.0057265,             0.84551,             0.85623,             0.85383,             0.66077,            0.017911,           0.0088976,            0.012893,            0.005875,            0.005875,            0.005875
                  41,            0.014622,            0.014896,           0.0060153,             0.81441,             0.78548,             0.81518,             0.63085,            0.019038,           0.0091352,            0.017205,           0.0057803,           0.0057803,           0.0057803
                  42,            0.014466,            0.014757,           0.0056423,             0.74695,             0.80416,             0.79996,             0.62959,            0.018182,           0.0095221,            0.015909,           0.0056855,           0.0056855,           0.0056855
                  43,            0.014019,            0.014665,           0.0055088,             0.81468,             0.84038,             0.82771,             0.65478,            0.017039,           0.0083985,            0.014476,           0.0055908,           0.0055908,           0.0055908
                  44,            0.014271,            0.014691,           0.0049935,             0.82322,             0.79024,             0.84402,             0.67564,            0.017633,            0.010122,            0.013041,           0.0054961,           0.0054961,           0.0054961
                  45,            0.013981,            0.014653,           0.0053539,             0.82731,             0.79913,             0.81112,             0.68127,            0.014262,           0.0083809,             0.01747,           0.0054013,           0.0054013,           0.0054013
                  46,            0.014217,            0.014501,           0.0053405,             0.84009,             0.80314,             0.82613,              0.6577,            0.017451,            0.010529,             0.01506,           0.0053066,           0.0053066,           0.0053066
                  47,            0.013794,            0.014412,            0.005289,             0.81972,             0.85083,             0.83267,             0.67281,            0.016061,           0.0080285,            0.013294,           0.0052118,           0.0052118,           0.0052118
                  48,            0.013791,            0.014258,           0.0047512,             0.83087,             0.84556,             0.86255,             0.68918,            0.017573,           0.0096871,            0.012571,           0.0051171,           0.0051171,           0.0051171
                  49,            0.013788,            0.014317,           0.0050341,             0.87009,             0.84663,             0.87392,             0.71043,             0.01588,           0.0084182,            0.010936,           0.0050223,           0.0050223,           0.0050223
                  50,            0.013597,            0.014178,           0.0048793,             0.81006,             0.80807,             0.81724,             0.66112,            0.017664,            0.010784,            0.016358,           0.0049276,           0.0049276,           0.0049276
                  51,            0.013384,            0.014207,           0.0049361,             0.81048,             0.80634,             0.84254,              0.6775,             0.01775,            0.010557,            0.013685,           0.0048329,           0.0048329,           0.0048329
                  52,             0.01313,             0.01398,           0.0045771,             0.82008,             0.80363,              0.8266,             0.65765,            0.017131,              0.0116,            0.016774,           0.0047381,           0.0047381,           0.0047381
                  53,            0.013257,            0.013984,           0.0046521,             0.82499,             0.81625,              0.8298,             0.67467,            0.016585,           0.0096028,            0.016409,           0.0046434,           0.0046434,           0.0046434
                  54,            0.013171,            0.014108,           0.0047924,              0.8035,             0.80091,             0.82048,             0.64959,            0.017388,            0.010226,            0.014646,           0.0045486,           0.0045486,           0.0045486
                  55,            0.012788,            0.013948,           0.0045268,             0.81292,             0.86266,             0.85005,             0.66631,            0.018649,           0.0082739,            0.013917,           0.0044539,           0.0044539,           0.0044539
                  56,            0.012938,            0.014004,           0.0045163,             0.84826,             0.82279,             0.86028,             0.69449,            0.017849,           0.0096366,            0.012042,           0.0043591,           0.0043591,           0.0043591
                  57,            0.012819,            0.014112,           0.0041359,             0.83441,             0.82415,             0.85804,             0.68774,            0.017257,             0.00802,             0.01318,           0.0042644,           0.0042644,           0.0042644
                  58,            0.012469,            0.013759,           0.0044029,             0.87109,             0.83836,             0.86864,             0.73993,            0.013603,           0.0083047,            0.011803,           0.0041696,           0.0041696,           0.0041696
                  59,            0.012528,            0.013726,           0.0046187,             0.83735,             0.85833,             0.85735,             0.69551,            0.016403,           0.0090651,            0.013531,           0.0040749,           0.0040749,           0.0040749
                  60,            0.012473,             0.01379,           0.0046586,             0.81431,             0.86577,              0.8561,             0.73103,            0.013641,           0.0080773,            0.014337,           0.0039802,           0.0039802,           0.0039802
                   0,            0.015354,           0.0046391,           0.0020792,             0.87298,             0.79687,             0.85804,             0.70959,            0.014665,            0.001728,           0.0023837,            0.070238,           0.0030355,           0.0030355
                   1,            0.015713,           0.0039927,           0.0014622,             0.86583,              0.7998,             0.86256,             0.73861,            0.013786,           0.0019215,           0.0021206,            0.041887,           0.0060224,           0.0060224
                   2,            0.017209,           0.0039161,           0.0013691,             0.83269,             0.79553,             0.84658,             0.67217,            0.019603,           0.0020045,           0.0023816,            0.013477,            0.008949,            0.008949
                   3,            0.017557,           0.0039808,           0.0014592,             0.84425,             0.84133,             0.85464,             0.70723,            0.016051,           0.0018616,           0.0027034,           0.0092858,           0.0092858,           0.0092858
                   4,            0.016862,           0.0038603,           0.0015116,             0.82317,             0.80905,             0.84964,             0.64275,             0.02128,           0.0019962,           0.0025689,           0.0092858,           0.0092858,           0.0092858
                   5,            0.016838,           0.0039299,           0.0014584,             0.75851,             0.77343,             0.81682,             0.66425,            0.016307,           0.0023957,           0.0027461,            0.009191,            0.009191,            0.009191
                   6,            0.016328,           0.0038613,            0.001386,             0.82797,             0.79448,             0.83081,             0.60469,            0.021949,            0.002079,           0.0025095,           0.0090963,           0.0090963,           0.0090963
                   7,              0.0155,           0.0038663,           0.0014411,             0.81618,             0.79837,             0.83132,             0.67571,            0.015628,           0.0018814,           0.0027624,           0.0090015,           0.0090015,           0.0090015
                   8,            0.015669,           0.0037332,           0.0013025,             0.68664,             0.74553,             0.75923,             0.56886,            0.024386,           0.0025282,           0.0034122,           0.0089068,           0.0089068,           0.0089068
                   9,            0.015282,           0.0037955,            0.001291,             0.81611,             0.82957,             0.84162,             0.63896,            0.020084,           0.0022026,           0.0027234,           0.0088121,           0.0088121,           0.0088121
                  10,            0.015533,            0.003687,           0.0013572,             0.79652,             0.78958,             0.82531,             0.66937,            0.016819,           0.0019774,           0.0029189,           0.0087173,           0.0087173,           0.0087173
                  11,            0.015194,           0.0037123,           0.0013228,             0.85608,             0.80387,             0.86194,             0.67571,            0.019642,           0.0020716,           0.0022738,           0.0086226,           0.0086226,           0.0086226
                  12,             0.01495,           0.0037318,           0.0014046,             0.82524,             0.77471,             0.82898,             0.67423,            0.016407,           0.0020221,           0.0026982,           0.0085278,           0.0085278,           0.0085278
                  13,            0.014822,           0.0035925,           0.0012807,              0.7967,             0.80155,             0.82119,             0.67124,            0.016428,           0.0019364,            0.002881,           0.0084331,           0.0084331,           0.0084331
                  14,             0.01471,            0.003683,           0.0013479,             0.83459,              0.8187,             0.83527,             0.66571,            0.017576,            0.001968,           0.0030976,           0.0083383,           0.0083383,           0.0083383
                  15,              0.0145,           0.0036591,           0.0012963,             0.81082,             0.79729,              0.8244,             0.63258,            0.019066,           0.0022537,           0.0026195,           0.0082436,           0.0082436,           0.0082436
                  16,            0.014346,           0.0035893,           0.0012108,             0.78316,              0.7807,             0.81417,             0.65145,            0.017356,           0.0019432,           0.0029688,           0.0081489,           0.0081489,           0.0081489
                  17,            0.014216,           0.0036031,           0.0012915,             0.80018,             0.79855,             0.83167,             0.65341,            0.017594,           0.0022388,           0.0031008,           0.0080541,           0.0080541,           0.0080541
                  18,            0.014264,           0.0036059,           0.0012868,             0.80837,             0.78287,             0.82401,             0.69116,            0.014913,           0.0018237,           0.0031774,           0.0079594,           0.0079594,           0.0079594
                  19,            0.014301,           0.0035965,           0.0012882,             0.75008,             0.81748,             0.82734,             0.66275,             0.01807,           0.0020713,           0.0030827,           0.0078646,           0.0078646,           0.0078646
                  20,            0.014061,           0.0036715,           0.0012555,             0.77623,             0.78814,             0.82575,             0.65036,            0.018897,            0.001816,           0.0026411,           0.0077699,           0.0077699,           0.0077699
                  21,            0.014035,           0.0036242,           0.0012566,             0.77312,             0.80405,              0.8229,             0.64718,            0.018201,           0.0020047,           0.0030459,           0.0076751,           0.0076751,           0.0076751
                  22,            0.013933,           0.0036037,           0.0013395,             0.80838,             0.78545,             0.83527,             0.67288,            0.017473,           0.0019706,           0.0032658,           0.0075804,           0.0075804,           0.0075804
                  23,            0.013742,           0.0035032,           0.0012738,             0.78429,             0.82958,              0.8627,             0.70791,             0.01494,           0.0021408,            0.002255,           0.0074857,           0.0074857,           0.0074857
                  24,            0.013721,           0.0035821,           0.0012772,             0.81441,             0.81581,             0.82665,             0.67078,            0.014948,           0.0019031,            0.003236,           0.0073909,           0.0073909,           0.0073909
                  25,            0.013486,           0.0035155,           0.0012955,             0.79174,             0.82702,             0.82042,             0.66708,            0.016084,           0.0017742,           0.0033253,           0.0072962,           0.0072962,           0.0072962
                  26,            0.013729,           0.0035878,           0.0013199,             0.84172,             0.83103,             0.85093,             0.70458,            0.016087,           0.0016388,            0.002566,           0.0072014,           0.0072014,           0.0072014
                  27,              0.0134,           0.0034877,            0.001227,             0.76463,             0.78752,             0.82707,             0.66862,            0.015781,           0.0021448,           0.0029107,           0.0071067,           0.0071067,           0.0071067
                  28,            0.013353,            0.003492,           0.0011478,             0.79001,             0.76999,             0.78992,             0.64695,             0.01549,           0.0016654,           0.0040787,           0.0070119,           0.0070119,           0.0070119
                  29,            0.013114,           0.0034716,           0.0012036,             0.80236,             0.81421,             0.83623,             0.68392,            0.015493,           0.0016984,           0.0028473,           0.0069172,           0.0069172,           0.0069172
                  30,            0.013004,           0.0034482,           0.0012223,             0.78597,             0.79613,             0.81559,             0.66915,            0.015473,           0.0019831,           0.0036073,           0.0068225,           0.0068225,           0.0068225
                  31,            0.013178,           0.0034577,           0.0012068,             0.77244,             0.78265,             0.81081,             0.64813,            0.016784,           0.0019919,           0.0037181,           0.0067277,           0.0067277,           0.0067277
                  32,            0.012892,           0.0033919,           0.0011744,             0.75685,              0.8031,             0.80795,             0.64942,            0.017643,           0.0020879,           0.0032441,            0.006633,            0.006633,            0.006633
                  33,            0.012798,           0.0033699,           0.0011843,             0.80197,             0.83294,             0.83825,             0.69083,             0.01525,            0.001935,           0.0026946,           0.0065382,           0.0065382,           0.0065382
                  34,            0.013015,           0.0034219,           0.0011836,             0.79532,             0.80724,             0.81747,              0.6632,            0.016566,           0.0018501,           0.0035373,           0.0064435,           0.0064435,           0.0064435
                  35,            0.012765,           0.0034346,           0.0011674,             0.80867,             0.80933,             0.81583,             0.67205,            0.015162,           0.0018039,           0.0032725,           0.0063487,           0.0063487,           0.0063487
                  36,            0.012816,           0.0033865,           0.0011955,             0.76516,             0.78098,             0.80296,             0.63752,             0.01781,            0.002153,           0.0036855,            0.006254,            0.006254,            0.006254
                  37,            0.012742,           0.0034109,           0.0011513,             0.78905,             0.80062,             0.82205,             0.68002,            0.015089,              0.0019,           0.0034345,           0.0061593,           0.0061593,           0.0061593
                  38,            0.012586,           0.0033752,           0.0011367,             0.77951,             0.80662,             0.81964,             0.68021,            0.015473,           0.0018068,           0.0032439,           0.0060645,           0.0060645,           0.0060645
                  39,             0.01258,           0.0033844,           0.0011322,             0.80866,             0.81454,             0.82791,             0.69272,            0.015314,           0.0015703,           0.0032958,           0.0059698,           0.0059698,           0.0059698
                  40,            0.012383,            0.003354,           0.0011534,             0.81316,             0.79844,             0.82544,             0.67187,            0.016932,           0.0016395,           0.0030035,            0.005875,            0.005875,            0.005875
                  41,            0.012499,           0.0033473,           0.0011827,             0.78476,             0.83205,             0.83166,             0.69378,            0.014748,           0.0018365,           0.0031508,           0.0057803,           0.0057803,           0.0057803
                  42,            0.012292,           0.0032754,           0.0011567,             0.75734,             0.81289,             0.81737,             0.66518,            0.016154,           0.0018886,           0.0035823,           0.0056855,           0.0056855,           0.0056855
                  43,            0.012412,           0.0033627,           0.0011878,             0.79521,             0.81003,             0.82536,             0.68481,            0.014506,           0.0015827,           0.0030007,           0.0055908,           0.0055908,           0.0055908
                  44,            0.012263,           0.0033075,            0.001084,             0.80455,             0.81335,             0.82587,             0.69141,            0.014756,           0.0015743,           0.0041503,           0.0054961,           0.0054961,           0.0054961
                  45,            0.012312,           0.0033595,           0.0011436,             0.80054,             0.78019,             0.83499,             0.69424,            0.014764,           0.0017738,           0.0028165,           0.0054013,           0.0054013,           0.0054013
                  46,            0.012053,           0.0032831,            0.001195,             0.78855,             0.81952,             0.81687,             0.67526,            0.015045,           0.0017471,           0.0032678,           0.0053066,           0.0053066,           0.0053066
                  47,            0.012176,            0.003331,           0.0011223,             0.78987,             0.77635,             0.81268,             0.66823,            0.015666,           0.0020339,           0.0034485,           0.0052118,           0.0052118,           0.0052118
                  48,            0.012048,           0.0033227,           0.0011606,              0.7844,             0.81202,              0.8216,             0.67194,            0.015999,           0.0020536,           0.0031795,           0.0051171,           0.0051171,           0.0051171
                  49,            0.012103,           0.0032809,           0.0011026,             0.81539,             0.78201,             0.83213,             0.69703,            0.014494,           0.0018265,           0.0031619,           0.0050223,           0.0050223,           0.0050223
                  50,            0.011972,           0.0032966,           0.0011025,             0.80731,             0.81611,             0.83175,             0.68898,            0.014453,           0.0017137,           0.0032967,           0.0049276,           0.0049276,           0.0049276
                  51,            0.011849,           0.0032579,           0.0010499,             0.78247,             0.81445,             0.82826,             0.67218,            0.016272,           0.0019856,           0.0029381,           0.0048329,           0.0048329,           0.0048329
                  52,            0.011726,           0.0031945,           0.0010913,             0.83241,             0.83367,             0.84103,             0.71513,             0.01373,           0.0015074,           0.0028239,           0.0047381,           0.0047381,           0.0047381
                  53,            0.011784,            0.003248,           0.0011059,             0.82294,             0.82563,             0.82888,             0.70111,             0.01442,           0.0013805,           0.0034448,           0.0046434,           0.0046434,           0.0046434
                  54,            0.011784,            0.003228,           0.0011219,             0.82432,             0.83221,             0.83162,             0.71383,            0.013176,           0.0015907,           0.0030827,           0.0045486,           0.0045486,           0.0045486
                  55,            0.011651,           0.0032131,           0.0011319,             0.80459,              0.8202,              0.8249,              0.7007,            0.014121,           0.0016539,           0.0033608,           0.0044539,           0.0044539,           0.0044539
                  56,            0.011629,           0.0031885,           0.0010364,             0.80179,             0.79801,             0.82798,             0.69016,            0.014667,           0.0017391,           0.0029035,           0.0043591,           0.0043591,           0.0043591
                  57,            0.011476,           0.0031769,           0.0010429,             0.77804,             0.80228,             0.81796,             0.68131,            0.015406,           0.0016498,           0.0035497,           0.0042644,           0.0042644,           0.0042644
                  58,            0.011438,           0.0032307,           0.0010581,             0.80355,             0.81003,             0.83087,             0.69923,             0.01359,           0.0018127,           0.0029953,           0.0041696,           0.0041696,           0.0041696
                  59,            0.011452,           0.0031924,           0.0010038,             0.78507,              0.7976,             0.81325,             0.67097,            0.016145,           0.0018956,           0.0035087,           0.0040749,           0.0040749,           0.0040749
                  60,            0.011104,           0.0031417,          0.00094314,             0.80042,             0.82389,             0.82881,             0.68532,            0.015861,           0.0017764,           0.0034174,           0.0039802,           0.0039802,           0.0039802
                  61,             0.01121,           0.0031422,          0.00097871,             0.81714,             0.82208,             0.83622,             0.69749,            0.014615,           0.0017654,           0.0035883,           0.0038854,           0.0038854,           0.0038854
                  62,            0.011295,           0.0030959,           0.0010012,             0.80393,             0.80478,              0.8209,             0.68658,            0.014929,           0.0016772,           0.0039753,           0.0037907,           0.0037907,           0.0037907
                  63,            0.011207,           0.0031714,           0.0010128,             0.81446,              0.8076,             0.82153,             0.69705,            0.014383,           0.0016151,           0.0036559,           0.0036959,           0.0036959,           0.0036959
                  64,            0.010773,           0.0030911,          0.00094351,             0.82732,             0.80613,             0.83595,             0.72101,            0.013752,           0.0015259,           0.0031566,           0.0036012,           0.0036012,           0.0036012
                  65,            0.011027,           0.0031641,          0.00099984,             0.75868,             0.79295,             0.82773,             0.69068,            0.016085,           0.0017985,           0.0033839,           0.0035064,           0.0035064,           0.0035064
                  66,            0.010777,           0.0030544,          0.00090431,             0.80863,             0.81952,             0.82336,              0.7048,            0.014704,           0.0016719,           0.0036622,           0.0034117,           0.0034117,           0.0034117
                  67,            0.010739,           0.0031115,          0.00089803,             0.81667,             0.80342,             0.82882,             0.69855,            0.015144,           0.0017698,           0.0037056,            0.003317,            0.003317,            0.003317
                  68,            0.010784,           0.0030238,          0.00096164,             0.78556,             0.81715,             0.83124,               0.683,            0.016488,           0.0019825,           0.0036789,           0.0032222,           0.0032222,           0.0032222
                  69,            0.010746,           0.0030652,          0.00092131,             0.81395,             0.81462,             0.83272,             0.69846,            0.015007,           0.0016718,           0.0035665,           0.0031275,           0.0031275,           0.0031275
                  70,            0.010664,           0.0030835,          0.00097158,             0.82088,             0.82659,              0.8396,             0.70932,            0.015106,           0.0016648,           0.0031998,           0.0030327,           0.0030327,           0.0030327
                  71,            0.010667,           0.0029865,          0.00087978,             0.83156,             0.80789,             0.83213,             0.68656,             0.01571,           0.0017479,            0.003548,            0.002938,            0.002938,            0.002938
                  72,            0.010611,           0.0030404,          0.00092159,             0.83995,             0.80401,              0.8414,             0.69125,            0.015474,           0.0018656,           0.0033139,           0.0028432,           0.0028432,           0.0028432
                  73,            0.010545,           0.0030641,          0.00087179,             0.79919,             0.81301,             0.82687,             0.67733,            0.016022,           0.0018537,           0.0032875,           0.0027485,           0.0027485,           0.0027485
                  74,            0.010347,           0.0029814,          0.00083947,             0.79369,             0.82265,              0.8275,             0.69129,            0.014767,           0.0017751,           0.0034544,           0.0026538,           0.0026538,           0.0026538
                  75,            0.010477,           0.0030307,          0.00090223,             0.78411,              0.8099,             0.82169,             0.68531,               0.015,           0.0018523,           0.0038165,            0.002559,            0.002559,            0.002559
                  76,            0.010394,           0.0030084,          0.00091627,             0.77317,             0.82779,             0.83094,             0.70075,            0.014337,           0.0017929,           0.0034041,           0.0024643,           0.0024643,           0.0024643
                  77,            0.010361,           0.0029888,          0.00084432,             0.77799,             0.82548,             0.82789,             0.69225,            0.014604,           0.0018422,           0.0038569,           0.0023695,           0.0023695,           0.0023695
                  78,            0.010304,           0.0030407,          0.00084836,             0.79699,             0.81491,              0.8262,             0.69489,            0.015101,            0.001821,           0.0036019,           0.0022748,           0.0022748,           0.0022748
                  79,            0.010314,           0.0030203,          0.00087066,             0.77924,             0.82065,             0.82347,             0.69718,            0.014336,           0.0016716,            0.003573,             0.00218,             0.00218,             0.00218
                  80,            0.010342,           0.0030093,          0.00089505,             0.78904,             0.79744,             0.82628,             0.69126,            0.014982,           0.0017954,            0.003745,           0.0020853,           0.0020853,           0.0020853
                  81,            0.010124,           0.0029241,          0.00089278,             0.78183,             0.80615,             0.83063,             0.69697,            0.015022,           0.0016651,           0.0033394,           0.0019906,           0.0019906,           0.0019906
                  82,            0.010301,           0.0029934,          0.00086463,             0.80557,             0.80832,             0.83598,              0.6999,            0.014582,           0.0018615,            0.003365,           0.0018958,           0.0018958,           0.0018958
                  83,            0.010101,           0.0029509,          0.00089241,             0.78671,             0.82446,             0.82807,              0.7124,            0.012762,           0.0016525,           0.0036538,           0.0018011,           0.0018011,           0.0018011
                  84,             0.01022,           0.0030122,          0.00089301,             0.78235,             0.82903,             0.82936,             0.69636,            0.014313,           0.0017081,           0.0035306,           0.0017063,           0.0017063,           0.0017063
                  85,             0.01017,           0.0029678,          0.00085857,             0.80665,             0.81461,             0.82183,              0.6907,            0.014198,           0.0016361,           0.0038979,           0.0016116,           0.0016116,           0.0016116
                  86,            0.010321,           0.0029643,          0.00086022,             0.77395,             0.83909,             0.82446,             0.69796,            0.014057,           0.0016673,           0.0037108,           0.0015168,           0.0015168,           0.0015168
                  87,            0.010145,           0.0029578,          0.00085107,             0.78239,             0.83388,             0.82448,             0.69914,            0.013878,           0.0016876,           0.0036752,           0.0014221,           0.0014221,           0.0014221
                  88,            0.010082,           0.0029459,          0.00082699,             0.80181,              0.8257,             0.83025,             0.69768,            0.014253,           0.0017589,           0.0037272,           0.0013274,           0.0013274,           0.0013274
