month,day,hour,남녀성비,총생활인구수_1시간전,총생활인구수_3시간전,총생활인구수_24시간전,총생활인구수_3시간전평균,총생활인구수_6시간전평균,총생활인구수_12시간전평균,총생활인구수_24시간전평균
9,30,4,1.0501805674440223,37810.20065999996,40455.98239999998,35766.848979999966,34909.06941333333,34727.58368333331,35966.92176666664,37661.76616166664
9,30,5,1.0491595914691803,39500.3573,41095.91642,37319.00451999998,35359.8448,34926.58057999998,35755.23607333331,37652.80474749997
9,30,6,1.0553551208290837,40455.98239999998,41199.19371999998,38749.21791999996,36320.29960666665,35485.07948666665,35672.35696499998,37653.333633333306
9,30,7,1.065282061301588,41095.91642,40721.11148,39666.61307999996,37782.89915999998,36345.98428666666,35789.81387833331,37666.60133249997
9,30,8,1.066413929520722,41199.19371999998,40522.68303999998,40604.56901999996,39255.51345333332,37307.679126666655,36076.43178833331,37695.711017499976
9,30,9,1.0683647796138764,40721.11148,40439.55973999996,40634.36265999994,40350.75203999999,38335.52582333332,36522.79556333332,37747.46979833331
9,30,10,1.0750599164245362,40522.68303999998,40973.16921999996,40615.57617999996,40917.030846666654,39349.96500333332,37038.774343333316,37787.996549166644
9,30,11,1.0633755723868508,40439.55973999996,41065.25991999998,40229.777359999964,41005.40720666666,40130.46032999999,37528.52045499998,37809.48299416665
9,30,12,1.0718870666974856,40973.16921999996,39862.77672,40365.37963999996,40814.329413333326,40582.54072666666,38033.81010666665,37844.77454499998
9,30,13,1.066344660836511,41065.25991999998,38481.22683999996,41135.60244,40561.11808666665,40739.07446666665,38542.52937666665,37877.959102499975
9,30,14,1.0692872489116434,39862.77672,37904.50477999998,41713.84761999998,40645.137333333296,40825.27226999998,39066.47569833331,37907.745635833315
9,30,15,1.0840130527506227,38481.22683999996,37336.363419999994,40238.975019999976,40825.9962933333,40820.16285333331,39577.844338333314,37944.78009749998
9,30,16,1.0924196581963475,37904.50477999998,35695.902739999976,38978.824039999985,40633.73528666665,40597.42668666665,39973.69584499999,37970.308805833316
9,30,17,1.0662056175252064,37336.363419999994,34362.984319999974,38360.73343999996,39803.08782666665,40224.11257999998,40177.28645499998,37966.26126416664
9,30,18,1.0460056627926673,35695.902739999976,34007.20555999998,37052.53967999994,38749.50277999998,39787.74953666664,40185.14513166665,37928.75104833331
9,30,19,1.0334826957722494,34362.984319999974,34005.22807999996,35263.36869999994,37907.36501333332,39270.55014999998,40004.81230833331,37897.313093333316
9,30,20,1.0332825095954041,34007.20555999998,34399.16555999998,34348.57011999997,36978.923646666655,38391.00573666665,39608.139003333315,37842.28539583331
9,30,21,1.0346123323806289,34005.22807999996,34180.16144,33490.287679999936,35798.41682666665,37273.95980333332,39047.06132833331,37784.92844583332
9,30,22,1.0432751187193765,34399.16555999998,34555.35975999996,33170.85547999996,34688.69753999998,36298.03127666664,38447.728981666645,37743.25166249998
9,30,23,1.0390771881130194,34180.16144,34815.54433999992,32982.67342,34125.13931999997,35552.03148333331,37888.07203166664,37708.296243333316
10,1,0,1.035374311730271,34555.35975999996,34988.94654,32984.40935999996,34137.199733333306,34967.808279999976,37377.77890833331,37705.79450749998
10,1,1,1.0355544341933123,34815.54433999992,35766.848979999966,33246.803159999996,34194.85169333331,34441.77461666664,36856.16238333331,37699.345879999986
10,1,2,1.0360930014332372,34988.94654,37319.00451999998,33384.78523999996,34378.22891999999,34251.68411999997,36321.34492833331,37693.91031333332
10,1,3,1.036165996363611,35766.848979999966,38749.21791999996,33653.31967999994,34517.021846666634,34327.11078999997,35800.53529666664,37689.18981749998
10,1,4,1.040265106036811,37319.00451999998,39666.61307999996,34682.486279999976,34786.616879999965,34490.73428666664,35394.38278166664,37684.039313333305
10,1,5,1.041992208995934,38749.21791999996,40604.56901999996,36327.86139999998,35190.446619999966,34784.33776999997,35168.18462666664,37672.73554083331
10,1,6,1.0478739356484215,39666.61307999996,40634.36265999994,37735.18261999996,36024.93334666665,35270.97759666664,35119.39293833331,37652.269034999976
10,1,7,1.0616971721567336,40604.56901999996,40615.57617999996,38817.51377999998,37278.35713999997,36032.48700999996,35237.1308133333,37620.97156083331
10,1,8,1.082722515324964,40634.36265999994,40229.777359999964,39321.60531999996,38578.27850666663,36884.36256333329,35568.02334166664,37588.08117249998
10,1,9,1.0974618715937265,40615.57617999996,40365.37963999996,38878.34208,39673.46667333329,37849.20000999997,36088.15539999997,37567.60836416664
10,1,10,1.0875215697812408,40229.777359999964,41135.60244,38747.81113999994,40301.848253333286,38790.102696666625,36640.418491666635,37544.073736666636
10,1,11,1.089046302341882,40365.37963999996,41713.84761999998,38279.88769999998,40618.16928666662,39598.22389666663,37191.2808333333,37539.67643249997
10,1,12,1.0905488679710662,41135.60244,40238.975019999976,38403.97976,40493.23873333329,40083.35270333329,37677.165149999964,37527.47202916664
10,1,13,1.0910979565227736,41713.84761999998,38978.824039999985,38754.58001999996,40403.577726666634,40352.712989999956,38192.59999999996,37524.38119166664
10,1,14,1.075045339766011,40238.975019999976,38360.73343999996,38703.20655999998,40576.91981333331,40597.54454999996,38740.95355666663,37531.14924249997
10,1,15,1.086954103526969,38978.824039999985,37052.53967999994,38228.42873999994,41071.60989999998,40782.424316666635,39315.8121633333,37558.17372999997
10,1,16,1.0885158175264593,38360.73343999996,35263.36869999994,37637.17125999994,41029.47502666665,40716.52637666664,39753.314536666636,37573.84865916664
10,1,17,1.0923093466412617,37052.53967999994,34348.57011999997,36962.08333999996,40310.54889333332,40443.73435333331,40020.97912499997,37594.58187583331
10,1,18,1.0590024468440007,35263.36869999994,33490.287679999936,36284.309079999985,39192.84416666664,40132.22703333331,40107.7898683333,37613.5914033333
10,1,19,1.0419042841192971,34348.57011999997,33170.85547999996,34720.90107999998,38130.699053333294,39580.08703999998,39966.40001499997,37601.765414166635
10,1,20,1.0326505363544278,33490.287679999936,32982.67342,33740.98451999996,36892.21393999995,38601.381416666634,39599.462983333295,37583.743162499966
10,1,21,1.0249590001796223,33170.85547999996,32984.40935999996,32949.93799999998,35554.826166666615,37373.83516666663,39078.129741666635,37583.1425708333
10,1,22,1.0279055341118448,32982.67342,33246.803159999996,32712.41842,34367.408833333284,36249.05394333329,38482.79015999997,37561.6043258333
10,1,23,1.033148929681124,32984.40935999996,33384.78523999996,33022.36191999992,33669.904426666624,35281.05918333329,37862.396768333296,37526.8388008333
10,2,0,1.029069963228991,33246.803159999996,33653.31967999994,32999.13117999998,33214.60552666663,34384.71584666663,37258.471439999965,37467.81829499997
10,2,1,1.0329013284461195,33384.78523999996,34682.486279999976,33355.887179999976,33045.97941999998,33706.69412666663,36643.390583333305,37417.99529166663
10,2,2,1.0301681943562344,33653.31967999994,36327.86139999998,33559.43563999996,33071.295313333314,33370.59986999997,35985.9906433333,37363.47209999996
10,2,3,1.0331019803699455,34682.486279999976,37735.18261999996,33787.27485999996,33205.33258666664,33209.96905666664,35291.90211166663,37303.85713749997
10,2,4,1.0449117383201005,36327.86139999998,38817.51377999998,34637.82257999996,33428.3026933333,33237.14105666664,34743.09749999997,37248.2060183333
10,2,5,1.0374619296620788,37735.18261999996,39321.60531999996,36205.366179999975,33906.863733333295,33489.079523333305,34385.069353333296,37203.02423916663
10,2,6,1.037999500074635,38817.51377999998,38878.34208,37436.38799999994,34887.88911999997,34046.61085333331,34215.663349999966,37161.72660916663
